Condition,BriefSummary
covid,"In December 2019, coronavirus pneumonia (COVID-19) was detected in many cases in Wuhan, China. With the rapid spread of the coronavirus, cases of COVID-19 were also reported in other cities of China and other countries. COVID-19 can cause amplification of the pulmonary inflammatory responses, including the production of a large amount of free radicals and the release of inflammatory factors, in a short time after infection, leading to lung tissue damage and dysfunction, even resulting in life-threatening respiratory distress syndrome and respiratory failure. At present, there are no effective drugs targeting COVID-19. Previous studies have shown that Buzhong Yiqi Decoction has anti-bacterial, anti-viral, and anti-allergy effects. High-dose vitamin C also has anti-oxidative and anti-toxin effects, possibly exhibiting good effects in the treatment of viral infection and critical respiratory diseases. The study objectives include (1) investigate whether Buzhong Yiqi Decoction can improve the clinical symptoms of patients with mild and severe COVID-19 and accelerate recovery and to further investigate the clinical efficacy of high-dose vitamin C combined with traditional Chinese medicine in the treatment of mild and severe COVID-19; (2) to assess the safety of high-dose vitamin C combined with Chinese medicine in the treatment of mild and severe COVID-19."
covid,"The aim of the study is to evaluate whether the therapy with chloroquine phosphate (CQ, in combination with telemedical approach) in addition to standard care is effective and safe in reducing composite endpoint of COVID-19-related hospitalization or all cause death, in ambulatory patients with SARS-SoV-2 infection at particular risk of serious complications due to advanced age and/or comorbid conditions (in comparison with subjects not treated with CQ but receiving standard care and supervised telemedically)."
covid,"Due to the rapidly developing nature and severity of the COVID-19 pandemic, clinical trials involving a repurposed drug approach are the best option for rapidly identifying an effective COVID-19 therapeutic. The investigators propose to evaluate the efficacy of Montelukast in attenuating cytokine storm syndrome and ARDS via a randomized, blinded, placebo-controlled clinical trial. Specifically, our primary objective is comparing the efficacy of low-dose Montelukast versus placebo in reducing the risk of acute care visits and hospital admissions among COVID-19 positive patients in the general population."
covid,Prophylactic treatment in cancer patients undergoing antineoplastic therapy during the COVID-19 pandemic.
covid,This is a pilot study to investigate the safety and feasibility of rhDNase1 and its impact on neutrophil extracellular traps (NETs) in COVID-19 infected patients.
covid,"Coronavirus 19 (COVID-19) is a viral respiratory disease that was identified in December 2019 after the first cases in China, spreading rapidly until reaching pandemic status, causing the collapse of numerous health systems and strong economic and social impact. By the end of April 2020, 3.08 million cases, and more than 214 thousand deaths were already recorded. The treatment so far has not been established and there are several clinical trials testing known drugs that have antiviral activity in vitro, due to the urgency that the global situation imposes. Medicines with specific actions can take years to be discovered, while a vaccine also takes a long time. Recently, it has been shown that the worsening of Coronavirus infection may be related to the formation of micro clots in blood vessels and anticoagulants have been used as adjuvants in the treatment. This study is justified by conducting a pilot study that showed an in vitro antiviral action (anti-COVID-19) of high molecular weight heparin. Methods: A phase I / II clinical trial will be conducted. 40 participants will be included in two arms. Participants allocated to Group 1 (control) will receive inhalation with 0.9% saline applied 4/4 hours, for 7 days. Participants allocated to Group 2 (intervention) will receive high molecular weight inhaled heparin (250ug / mL 0.9% SF), at a 4/4 hour dose, for 7 days. The outcomes of interest will be safety (absence of moderate or serious adverse events) and effectiveness (measured in a score of 7 points, with 1 absence of limitations and 7, death). Expected results: The development of a new therapeutic option for COVID-19 is expected, with the possibility of use in other serious coronavirus diseases, to be subsequently tested in phase III studies."
covid,"Recombinant Bacterial ACE2 receptors -like enzyme of B38-CAP could be promising treatment for COVID-19 infection- and Its inflammatory complications better than recombinant human ACE2||Mahmoud ELkazzaz(1),Tamer Haydara(2),Yousry Abo-amer(3), Quan Liu(4)||Department of chemistry and biochemistry, Faculty of Science, Damietta University, Egypt.|Department of Internal Medicine, Faculty of Medicine, Kafrelsheikh University, Egypt|Hepatology,Gastroenterology and Infectious Diseases Department, Mahala Hepatology Teaching Hospital, Egypt|School of Life Sciences and Engineering, Foshan University, Foshan, Guangdong Province; Laboratory of Emerging Infectious Disease, Institute of Translational Medicine, The First Hospital of Jilin University, Changchun, China.||Abstract||The COVID-19 pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has infected over 100 million people causing over 2.4 million deaths over the world, and it is still expanding. There is an urgent need for targeted and effective COVID-19 treatments which has put great pressure on researchers across the world for developing effective drugs. This paper reviews the possibility of using Recombinant Bacterial ACE2 Receptors -Like Enzyme of B38-CAP to treat SARS-CoV-2 based on the intracellular mechanism of SARS-CoV-2 transmission and consequences caused. Angiotensin-converting enzyme 2 (ACE2) plays a key role in cardiovascular physiology and pathology, and it's being currently being investigated as a potential covid-19 and acute lung failure treatment through several clinical trials.. The SARS-CoV2 binding site was identified as ACE2, a part of the RAAS, which is known to protect the lung from injuries. it has been postulated that SARS-CoV-2 binding to ACE2 may attenuate residual ACE2 activity, skewing the ACE/ACE2 balance to a state of heightened angiotensin II activity leading to inflammatory and oxidative organ damage, as well as pulmonary vasoconstriction, which can lead to acute lung injury.. Therefore, treatment with recombinant soluble ACE2 protein and drugs that up regulate ACE2 may alleviate pulmonary complication. In animal models including heart failure, acute lung injury, and diabetic nephropathy, recombinant human ACE2 protein (rhACE2), which is devoid of its membrane-anchored domain thus soluble, has been shown to have beneficial effects. Despite its positive effects, rhACE2 is a glycosylated protein, which necessitates a time- and cost-intensive protein expression system using mammalian or insect cells, which may be inconvenient in drug production and medical economics. Moreover, we hypothesis that treating COVID-19 patients with recombinant soluble ACE2 protein may induce autoantibodies and T cells to cellular ACE2.Furthermore, rhACE2 may interact with spike protein based vaccine and worsen its effect . These autoantibodies may generated by enforced presentation of the soluble Angiotensin-converting enzyme 2 (ACE2) protein in a complex with COVID-19 Spike protein in fragment crystallizable (FC) Receptor positive Antigen Presenting Cells in the blood The development of autoantibodies might make injury and damage to the host epithelial cells and hamper their ACE2 dependent function in lungs, intestine and testes which express ACE2. In addition to inducing platelet aggregation and thrombosis . Although it has been stated that immune response associated with the chronic infusion of rhACE2 resulting in the degradation of rhACE226, this was not the case with B38-CAP; no antibodies against B38-CAP were detected in the serum of mice infused with B38-CAP for two weeks... In this case we suggest that bacterial engineering could be used to develop better protein drugs for COVID-19 treatment... B38-CAP is an ACE2-like enzyme derived from bacteria that reduces hypertension and cardiac dysfunction. Angiotensin-converting enzyme 2 (ACE2) plays a key role in cardiovascular physiology and pathology, and it is currently being studied in clinical trials to treat acute lung failure. In mice, B38-CAP treatment prevented angiotensin II-induced hypertension, cardiac hypertrophy, and fibrosis. B38-CAP is an ACE2-like enzyme derived from bacteria, demonstrating that evolution has shaped a bacterial carboxypeptidase (B38-CAP) to a human ACE2-like enzyme. As a result, we think that treating COVID-19-infected patients with Bacterial ACE2 like enzymes, rather than human ACE2, may be preferable because it will perform the same role as human ACE2 and may not be recognized by COVID-19 spike protein||Keywords: COVID 2019 ,Infection, B38-CAP , Bacterial ACE2 receptors -like enzyme , rhACE226."
covid,"A) Comparing the % of change in each clearances of pro-, and anti-inflammatory mediators (cytokine, chemokines and complement) in the COVID-19 patients treated with CytoSorb as compared to the same patient population who do not receive blood purification treatment.||B) Testing the Cytokinetic model by measuring cytokines in the blood stream and in the BAL to see if you can create a reverse gradient allowing a massive passage of leucocyte from the blood toward the infected lungs."
covid,COVID-19 morbidity and mortality has been associated with Cytokine Release Syndrome (CRS) and Acute Respiratory Distress Syndrome (ARDS).||ATI-450 is an oral small molecule MAPKAPK2 (MK2) inhibitor that potently inhibits multiple inflammatory cytokines.||The investigator hypothesizes that MK2 pathway blockade during active COVID-19 infection in hospitalized participants will result in improvement in respiratory-failure free survival.
covid,"COVID-19 is respiratory disease caused by the severe acute respiratory coronavirus 2 (SARS-CoV-2), a novel coronavirus which has spread rapidly across the world with over 149.9 million laboratory confirmed cases and over 3.1 million reported deaths since December 2019. Approximately 4-8% of hospitalized patients with COVID-19 have co-infection with bacterial pathogens however there is widespread and often broad-spectrum antibiotic use in these patients.||This is a prospective, multi-center, non-inferiority pragmatic clinical trial of antimicrobial stewardship prospective audit and feedback versus no antimicrobial stewardship intervention on physicians attending to patients with proven SARS-CoV-2 infection confirmed by nucleic acid testing in the preceding 2 weeks of hospitalization for acute COVID-19 pneumonia. Prospective audit and feedback is the real time review of antibacterial prescriptions and immediate feedback to prescribers to optimize antimicrobial prescriptions. Hospital beds will be stratified by COVID unit and critical care unit beds, and will be computer randomized in a 1:1 fashion into 2 arms (antimicrobial stewardship intervention versus no antimicrobial stewardship intervention) prior to study commencement at the participating site. Patients hospitalized to study-eligible beds will be followed for primary and secondary outcomes."
covid,"Combination of Recombinant Bacterial ACE2 receptors -like enzyme of B38-CAP and Isotretinoin could be promising treatment for COVID-19 infection- and Its inflammatory complications||Mahmoud ELkazzaz1||1Department of chemistry and biochemistry, Faculty of Science, Damietta University, Egypt.||_____________________________________________________________________________________________________________________________________________________________________||B38-CAP is a bacteria-derived ACE2-like enzyme that suppresses hypertension and cardiac dysfunction Angiotensin-converting enzyme 2 (ACE2) is critically involved in cardiovascular physiology and pathology, and is currently clinically evaluated to treat acute lung failure. Here we show that the B38-CAP, a carboxypeptidase derived from Paenibacillus sp. B38, is an ACE2-like enzyme to decrease angiotensin II levels in mice. In protein 3D structure analysis, B38-CAP homolog shares structural similarity to mammalian ACE2 with low sequence identity. A study demonstrated that the bacterial B38-CAP as an ACE2-like carboxypeptidase, indicating that evolution has shaped a bacterial carboxypeptidase to a human ACE2-like enzyme. Bacterial engineering could be utilized to design improved protein drugs for hypertension and heart failure. pretreatment of B38-CAP markedly down regulated a massive increase of plasma Ang II levels at 5 min after Ang II injection In addition to the currently used drugs to inhibit Ang II generation or signaling, such as ACE inhibitors or Angiotensin receptor blockers, direct down-modulation of Ang II levels by rhACE2 protein is one of the promising candidates for new therapeutic strategy in cardiovascular disease and other Ang II-related diseases, e.g. ARDS. On the other hand, although mass production of rhACE2 as a protein drug costs due to requirement of mammalian cell expression systems, B38-CAP is easily prepared with E. coli expression system and is cost effective. Therapeutic efficacy and less toxicity in mouse heart failure models would warrant further investigation of B38-CAP or other microbial carboxypeptidases in disease models. Finally the principal investigator expects that treatment with ACE2-like enzyme of bacteria B38-CAP expected to work efficiently Like human ACE2 and it will save the lung cells from COVID - 19 inhibitory effect and down regulation of ACE2 because COVID-19 binds to human ACE2 and down regulates it and this receptors is very important for lung cells survival and function So ,the principal investigator also expects that B38-CAP ACE2 like enzyme may be not recognized by COVID -19 spike protein because evolutionary it is too far away from human ace2 and human ACE2 is a real receptor of COVID -19 not ACE2 like enzyme but in the same time it will make the same function of human ACE2 In another study by Sinha et al who analyzed a publicly available Connectivity Map (CMAP) dataset of pre/post transcriptomic profiles for drug treatment in cell lines for over 20,000 small molecules, isotretinoin was the strongest down-regulator of ACE 2 receptors. On the other hand, they found 6 drugs in CMAP that are currently being investigated in clinical trials for treating COVID-19 (chloroquine, thalidomide, methylprednisolone, losartan, lopinavir and ritonavir, from clinicaltrials.gov), none of which was found to significantly alter ACE2 expression (P>0.1) Moreover, another study demonstrated that isotretinoin is a Potential papain like protease (PLpro) inhibitors which is a protein encoded by SARS-CoV-2 genes and considered one of the proteins that should be targeted in COVID-19 treatment by performing target-based virtual ligand screening . So, the principal investigator expects strong inhibition of COVID - 19 infection And rescuing the lung cells from its serious attack by treating with ACE2 like enzyme and Isotretinoin||Keywords: COVID 2019 , Isotretinoin,B38-CAP , Bacterial ACE2 receptors -like enzyme , rhACE226."
covid,"This study will test the filtration, air leak, and breathability of a newly designed fully washable mask developed by Dr. Nordell with the Mayo Clinic. This mask is theorized to be a superior alternative to other respirators currently used when one-time-use N95 masks are unavailable."
covid,"SARS-CoV-2 infection seems to induce in most critical cases an excessive and aberrant hyper-inflammatory host immune response that is associated with a so-called ""cytokine storm"", moreover pro-thrombotic derangements of haemostatic system is another common finding in most severe forms of COVID19 infections, which may be explained by the activation of coagulative cascade primed by inflammatory stimuli, in line with what is observed in many other forms of sepsis. Targeting inflammatory responses exploiting steroids' anti-inflammatory activity along with thrombosis prevention may be a promising therapeutic option to improve patients' outcome. Despite the biological plausibility, no good evidence is available on the efficacy and safety of heparin on sepsis patients, and many issues have to be addressed, regarding the proper timing, dosages and administration schedules of anticoagulant drugs. The primary objective is to assess the hypothesis that an adjunctive therapy with steroids and unfractionated heparin (UFH) or with steroids and low molecular weight heparin (LMWH) are more effective in reducing any-cause mortality in critically-ill patients with pneumonia from COVID- 19 infection compared to low molecular weight heparin (LMWH) alone. Mortality will be measured at 28 days. The study is designed as a multicenter, national, interventional, randomized, investigator sponsored, three arms study. Patients, who satisfy all inclusion criteria and no exclusion criteria, will be randomly assigned in a ratio 1:1:1 to one of the three treatment groups: LMWH group, LMWH+steroids or UFH+steroid group. A possible result showing the efficacy of the composite treatment in reducing the mortality rate among critically ill patients with pneumonia from COVID-19 infection will lead to a revision of the current clinical approach to this disease."
covid,Study of the safety and immunogenicity of 20vPnC and a booster dose of BNT162b2 administered at the same visit or each vaccine given alone
covid,"Subjects will be recruited and divided into 3 groups:||Experimental Group (384 subjects): 1st dose : combined vaccination of COVAX+IIV4, 2nd dose: combined vaccination of COVAX+PPV23; Control Group A (384 subjects): 1st dose: COVAX only, 2nd dose: COVAX only; Control Group B (384 subjects): 1st dose: IIV4 only, 2nd dose: PPV23 only.||Blood samples will be collected 3 times:||before the 1st dose of vaccinatioin; before the 2nd dose of vaccination; 28 days after the 2nd dose of vaccination.||The immunogenicity and safety of both experimental and control groups will be analyzed."
covid,"Recent studies have highlighted the consequences of COVID-19 pandemic and social distancing on mental health of individuals. The aim of this study is to evaluate those consequences within a sample of inflammatory chronic rheumatism affected patients, taking into account the well-known key role of stress in the set-up of such diseases."
covid,"Severe Covid-19 (Coronavirus Disease 2019) infections generate major but inappropriate production of cytokines and, in some cases, generate anti-IFN (Interferon) auto-antibodies, inducing acute respiratory distress syndrom (ARDS). Therapeutic plasma exchange (TPE) have been reported to be efficient for improving the hyperinflammatory condition state and the respiratory function, which has been described in case reports or small series.||The study aims to remove cytokines during cytokine storm and anti-IFN auto-antibodies (when present) to prevent developpement of an inappropriate immune response and to improve the clinical response to reanimation treatment, in particular the respiratory parameters leading to a rapid improvement of clinical status. To that aim, the study investigates to compare a treatment using TPE plus usual treatments in intensive care unit (experimental arm) versus usual treatments in intensive care unit (routine arm) in a randomised trial."
covid,The study aims to evaluate the efficacy and safety of hydroxychloroquine in the treatment of COVID-19 pneumonia.
covid,"The purpose of this trial is to assess the effect of immunotherapy with the bacterial preparation MV130 on the spread and course of SARS-CoV-2 infection in highly exposed subjets, as is the case with healthcare personnel."
covid,"Introduction: The COVID-19 pandemic is characterized by significant morbidity and mortality. Treatments have been administered to patients with COVID-19 in order to control viral infection, among them: Hydroxychloroquine (HCQ), Lopinavir/Ritonavir (Lop/r), Remdesivir, Favipavir, Emtricitabine/ Tenofovir acting over bacterial co-infection Azithromycin (Azithro), or modifying the inflammatory response of the host (Tocilizumab, colchicine, dexamethasone, and by other mechanisms (rosuvastatin). Except for dexamethasone clinical trials offer conflicting evidence regarding the effectiveness and safety of therapies.||Objective: Evaluate the effectiveness and safety of pharmacological therapies used to treat adult patients with COVID-19.||Methods: Pragmatic randomized controlled trial. Study population: Adults aged 18 years or over with a positive real-time polymerase chain reaction (RT-PCR) or with high suspicion of Severe Acute Respiratory Syndrome CoV-2 (SARS CoV-2) and diagnosis of mild, severe or critical pneumonia, requiring hospital management at six hospitals in Colombia. Exclusion criteria: Pregnancy, known allergy to treatment, cirrhosis or hepatic abnormality (transaminases greater than 5 reference values), glomerular filtration rate lesser than 30 ml/min/1.73m^2, history of lung fibrosis, advanced or metastatic cancer. A sample size was calculated from a sensitivity analysis with three scenarios:||scenario 1 a total of 1,163 patients, that is, 291 per treatment arm with alpha of Alpha = 0.05; power 0.8; Prop1 = 0.2 and Prop2 = 0.1 (expected difference of 10%) and 10% of possible losses,scenario 2. With the previous parameters and with a Prop1 = 0.15 and Prop2 = 0.05 for a total of 814 patients (204 per arm of treatment). scenario 3. With Alpha = 0.1, Prop1 = 0.15 and Prop2 = 0.05, the other previous parameters, for a total of 686 patients (172 per treatment). in scenario 1 the study will be carried out in two phases. The first phase will be conducted with 400 participants and aims to identify treatments with higher or minimum potential, discontinue treatments with higher toxicity, and have the opportunity of introducing new treatments with potential efficacy. The second phase will be conducted with 1,163 participants to evaluate the effectiveness of the selected treatments.||Four interventions have been defined: I1 Emtricitabine/ teneofovir , I2 Colchicine plus rosuvastatin, I3 Emtricitabine/ teneofovir plus Colchicine plus rosuvastatin and I4 standard treatment. Within each institution, participants will be randomly assigned to one of the treatment arms assigned to that institution. Concealment will be kept through software that maintain the assignment concealed until the random assignment is done . Treatment administration will be open. Variables: Sociodemographic and clinical at recruitment; (comorbidities, need for therapeutic support , grade of invasion at admission). Primary outcomes. Effectiveness: Mortality. Safety: Serious adverse events (AE) assessed by the NCI Community Oncology Research Program (NCORP) Guidance for Collection of Adverse Events Related to COVID-19 Infection. Secondary outcomes: Intensive care unit (ICU) admission, requirement of respiratory support, time to death, number of participants cured, any adverse event related to treatment.||Analysis: Descriptive for the presentation of summary measures of the basal conditions by type of variable. Bivariate. Description of the basal conditions (with organic failure at admission, without failure at admission), by type of treatment, by participating institution. Description of crude effectiveness and safety by means of the difference of accumulated incidences, each one with 95% confidence intervals (95% CI) Intention to treat analyisis will be done. Adjusted analysis: The ratio and difference of cumulative incidences of mortality at 7 and 28 days and severe adverse events between treatments will be estimated, adjusting for confounding variables using logistic regression models with mixed effects considering each institution as a level or from equations. generalized estimation (GEE). On the other hand, as part of the pragmatic approach, the surface under cumulative ranking curve (SUCRA) will be calculated based on Bayesian theory to define which drug has the highest probability of being the most useful in the management of infection.||Ethical considerations: The study has a risk beyond minimum according to the Resolution 8430/1993 of the Colombian Ministry of Health. Informed consent will be explained and signed if the patient is in condition to do so. This protocol will undergo evaluation by the ethics committee at each of the participating institutions and at the National University of Colombia. The protocol follows the Helsinki Declaration and institutional protocols for clinical investigation."
covid,"International guidelines suggest the administration of empirical broad-spectrum antibiotics for suspected bacterial co-infection in COVID-19 critically ill. However, data on associated respiratory infections is rare and antimicrobial stewardship interventions promoting antibiotic savings are non-existent in this context.||The main objectives of the trial are:||to evaluate the rate of co-infections among COVID-19 critically ill to evaluate the added value of a a rapid molecular diagnostic tool (FA-PNEU) to detect the presence of co-infecting pathogens in order to rapidly tailor the patient's antibiotic treatment"
covid,There is an urgent need to evaluate interventions that can prevent the infection with SARS-CoV 2 of healthcare workers at risk. Melatonin is an inexpensive and safe product with protective effect in both bacterial and viral infections likely due to its anti-inflammatory and anti-oxidative effects. This randomized controlled trial seeks to evaluate is efficacy as a prophylaxis in healthcare workers exposed to the virus in their clinical practice.
covid,"In recent months, a new coronavirus, SARS-CoV-2, has been identified as the cause of a serious lung infection named COVID-19 by the World Health Organization. This virus has spread rapidly among the nations of the world and it is the cause of a pandemic and a global health emergency. There is still very little scientific evidence on the virus, however epidemiological data suggest that one of the most frequent comorbidities is diabetes, along with hypertension and heart disease. There is no scientific evidence on the possible effects of this infection on the function of the β cell and on glycemic control. Clinical evidence seems to suggest that COVID-19 infection mostly affects the respiratory system, and an acute worsening of glycemic compensation is not described as generally observed in bacterial pneumonia. However, previous work on acute respiratory syndromes (SARS) caused by similar coronaviruses, had described that the infection has multi-organ involvement related to the expression of the SARS coronavirus receptor, the angiotensin 2 converting enzyme, in different organs, especially at the level of endocrine pancreatic tissue. In the population of this previous work, glucose intolerance and fasting hyperglycaemia have been described and in 37 of 39 diabetic patients examined, a remission of diabetes was observed three years after the infection. It is possible that the coronaviruses responsible for SARS may enter the pancreatic islets using the angiotensin 2 converting enzyme receptor, expressed at the level of the endocrine pancreas, thus causing diabetes. Additionally, previous literature on coronavirus infections (SARS and MERS or Middle-East Respiratory Syndrome) suggested that diabetes could worsen the evolution of the disease. In particular, in case of Middle-East Respiratory Syndrome-CoV infection, diabetic mice had a more prolonged serious illness and a delay in recovery regardless of the viremic titer. This could probably be due to a dysregulation of the immune response, which results in more serious and prolonged lung disease.||There are currently no data on pancreatic beta cell function in patients with COVID-19."
covid,"There is an urgent need to evaluate interventions that could be effective against the infection with SARS-CoV 2. Tannins based wood extracts are an inexpensive and safe product with protective effect in both bacterial and viral infections likely due to its anti- inflammatory, anti-oxidative effects and their modulation of the intestinal microbiota. This randomized controlled trial seeks to evaluate the efficacy of the tannins based dietary supplement ARBOX in positive COVID-19 patients."
covid,The purpose of this study is to find out if immunization with IMM-101 will reduce the incidence of severe respiratory and COVID-19 infections in cancer patients.
covid,"Introduction There are currently no treatments with demonstrated efficacy for COVID-19 infection. Epidemiological evidence points to the existence of intrinsic protection factors which make young persons and women more resistant to the infection, whereas older patients with multiple illnesses, above all with heart disease, are at greatest risk. This trial proposes treatment initiated in the early stages of the disease, when clinical worsening is most likely, with intravenous Oxytocin (OT), an endogenous hormone currently safely used in clinical practice. The selection of this molecule is based on numerous experimental and clinical observations, which show its activity in modulating resistance to pathogens, in mitigating overall cardiovascular risk, and in acting on the production of Nitric Oxide (ON) in the lungs, which is emerging as a key therapeutic factor for the improvement of respiratory function in patients with SARS-COVID 19. Finally, OT is physiologically produced by the human body, especially in the female sex and in the age ranges that coincide with most resistant patients. In routine clinical practice, OT exhibits an excellent therapeutic index, in absence of significant adverse effects.||Primary aim To assess the effects of Oxytocin in addition to standard therapy, with respect to Standard of Care (SoC), in reducing the number of patients who enter a critical stage Secondary aim||To describe:||Mortality 28 days after randomization|Time to mechanical ventilation during the study|Duration of dependency on oxygen supply|Length of stay|Temporal trend of clinical improvement (7-category ordinal scale)|Safety analysis"
meningococcal,"Allogeneic hematopoietic stem cell transplant (HSCT) recipients are at risk of various bacterial infections, especially due to a progressive decrease of specific antibodies. Around 90% of HSCT recipients have unprotective titers of specific antibodies to serogroups A and C meningogocci (Parkkali 2001; Mahler 2012).||Some small studies suggest that the response to meningococcal A and C vaccines is close to 100% after 3 doses given 18 months after transplant. Although the response to 2 doses of 4CMenB is over 75% in other immunocompromised patients (Feavers, 2017), studies with 4CMenB are lacking after HSCT. Nevertheless, as serogroup B caused 74% of IMD in Europe between 2004-2014 (Whittaker, 2017), the meningococcal B vaccination is recommended by the more recent guidelines from 6 months after transplant. There are, however, no data on the safety and efficacy of this vaccine after hematopoietic stem cell allograft (HSCT).||The objective of this study is to assess the response to 2 doses of a multicomponent meningococcal B vaccine (4CMenB) given at 2 months interval in adult allogeneic HSCT recipients transplanted at least 6 months ago.||The response will be assessed 1 month and 10 months after the second dose of vaccine by measuring bactericidal antibodies against NadA, fHbp, NHBA and PorAP1 vaccinal antigens according to methods previously reported (Caron Lancet Infect Dis 2011). The response rate will be correlated to pre- and post-transplant factors.||The hypothesis of this study is that 80% of the patients should have protective titers one month after the 2nd dose."
meningococcal,"The purpose of this study is to evaluate the long-term antibody persistence from 6, 7, 8, 9 to 10 years post-administration of MenACWY-TT conjugate vaccine as compared to Mencevax ACWY when given to healthy subjects 11 to 55 years of age. In addition, the safety and immunogenicity of a booster dose of MenACWY-TT vaccine administered to all eligible subjects 10 years after the primary vaccination will be evaluated.||All Filipino subjects who received the primary vaccination in the primary vaccination study 107386 (NCT00356369) will be invited to enrol in the long-term follow up and booster phase. No new subjects will be enrolled."
meningococcal,"The purpose of this study is to determine whether a vaccine based on outer membrane vesicles (NOMV) from genetically detoxified group B meningococcus is safe and effective for use as a vaccine. If so, the NOMV in this vaccine will be combined with NOMV from two other genetically modified strains as a potentially globally effective vaccine against group B meningococcus."
meningococcal,To evaluate the safety and immune response of Novartis MenACWY conjugate vaccine when given to healthy children compared to a licensed Meningococcal ACWY polysaccharide-protein conjugate vaccine.
meningococcal,"Meningitis or septicaemia (blood poisoning) caused by group B meningococcal infection (MenB) is an important cause of death and disability in the UK. Prevention through vaccination therefore remains a key public health priority. Research from national ""meningitis"" vaccine programmes against MenC, Hib and Streptococcus pneumoniae show us that their success is in part due to their ability to protect both the vaccinated and the unvaccinated, so-called herd immunity. This protection probably occurs by reducing carriage of these meningitis bacteria in the back of the throat (mucosal immunity). How this happens is poorly understood but our research shows that naturally acquired immunity (transient contact between the immune system and the meningococcus in the back of the throat without causing disease) may impact on this process. We believe that to develop a MenB vaccine that is able to cause mucosal immunity and prevent MenB carriage, it is important to understand the interaction between natural immunity and vaccination. In this study we propose to administer MenB vaccine to adults in order to investigate this process. Our findings will provide important insights into Men B immunity, inform the design of novel vaccine strategies and allow the rational testing of new vaccines as they become available."
meningococcal,The purpose of the study is to characterize the immunogenicity & safety of a booster dose of GSK Biologicals' meningococcal vaccine 134612 given at 12-15 months of age or at 15-18 months of age (co-administered with Infanrix®) in healthy toddlers primed with GSK Biological's Hib-meningococcal vaccine 792014. This study is single-blinded for the primary phase and open-label for the booster phase.
meningococcal,Safety immune response of Novartis MenACWY-CRM conjugate vaccine when given to healthy toddlers
meningococcal,The purpose of the study is to characterize the safety and immunogenicity of 1 dose of GSK134612 vaccine at 12 months of age and of GSK134612 vaccine administered as 2 doses at 9 and 12 months of age.
meningococcal,"This study has 2 phases, a vaccination phase and a long-term follow-up phase. In the vaccination phase of this study, the new meningococcal vaccine 134612 will be evaluated in children using Mencevax™ ACWY (in children above 2 years) or Meningitec™ (in children below 2 years) as controls. In the long-term follow-up phase of the study, the long-term protection offered by the vaccines will be assessed up to 5 years after vaccination.||Subjects will be randomized in the primary vaccination phase of the study; no new subjects will be enrolled during the long-term follow-up phase of the study."
meningococcal,"The purpose of this study is to demonstrate, in 12-23 months old subjects, the non-inferiority of meningococcal vaccine GSK134612 and pneumococcal vaccine GSK1024850A when co-administered, compared to each vaccine administered individually."
meningococcal,"The purpose of this study is to demonstrate, in 11-17 year old subjects, the non-inferiority of meningococcal vaccine GSK134612 compared to licensed meningococcal vaccine Mencevax™."
meningococcal,"This study is to assess the longevity of immune response in adolescents for approximately 48 months after receipt of a primary series of bivalent rLP2086 vaccination, which is then followed by a booster dose and an assessment of immune response for 12 or 26 months post booster vaccination."
meningococcal,"The purpose of the MEQ00073 study is to evaluate the immunogenicity and safety of a booster dose and describe the immune persistence of the priming with a single dose of Men ACYW conjugate vaccine in children in Finland, Germany, Spain and Hungary, who had been vaccinated approximately 5 years earlier as toddlers with MenACYW conjugate vaccine as part of the MET51 study."
meningococcal,"This study is looking at a new vaccine that might prevent meningococcal disease, and will study the immune response elicited by this vaccine when given to healthy young children. The study will also look at the safety of the new vaccine as well as how it is tolerated."
meningococcal,"This study evaluates the immunogenicity and safety of the meningococcal conjugate vaccine GSK 134612 in healthy infants, when co-administered with other infant vaccines, on three different dose schedules."
meningococcal,"The purpose of the study is to evaluate the immune response of toddlers, to a booster dose in the second year of life of two meningococcal C conjugated polysaccharide vaccine, and to assess the interchangeability of the two different vaccines."
meningococcal,"A single-center and open-labeled Phase I study, designed to evaluate the safety by observing the occurrence of adverse events and change of hematology, liver and renal function after vaccination of a meningococcal group A, C, Y, and W135 conjugate vaccine in healthy population aged 2 months to 55 years old."
