"APIVrs: 1.01.03"
"DataVrs: 2021:10:13 22:57:14.023"
"Expression: bacterial infection"
"NStudiesAvail: 392193"
"NStudiesFound: 7653"
"MinRank: 1"
"MaxRank: 1000"
"NStudiesReturned: 1000"
"Field Names: OverallStatus,BriefSummary,Condition,HealthyVolunteers,StudyType,StartDate,CompletionDate,InterventionName,InterventionType,Phase,Gender,MaximumAge,MinimumAge,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,EventGroupDeathsNumAffected,EventGroupSeriousNumAffected"

"Rank","OverallStatus","BriefSummary","Condition","HealthyVolunteers","StudyType","StartDate","CompletionDate","InterventionName","InterventionType","Phase","Gender","MaximumAge","MinimumAge","DesignPrimaryPurpose","DesignInterventionModel","LocationCountry","DesignAllocation","EnrollmentCount","EventGroupDeathsNumAffected","EventGroupSeriousNumAffected"
638,"Completed","Background Prospective review and feedback (PRF) of antibiotic prescriptions is a labor-intensive core strategy of antimicrobial stewardship (AMS). The investigators hypothesized that a computerized decision support system (CDSS) providing recommendations for antibiotics, investigations and referrals would reduce the requirement for PRF without causing harm.||Methods A parallel-group, 1:1 block-cluster randomized, cross-over study was conducted in 32 medical and surgical wards from March to August 2017. The intervention arm comprised voluntary use of CDSS at first prescription of piperacillin-tazobactam or a carbapenem, while the control arm was compulsory CDSS. PRF was continued for both arms. Primary outcome was 30-day mortality.","Infection, Bacterial","No","Interventional","March 1, 2017","February 28, 2018","Compulsory CDSS","Other","Not Applicable","All",,"18 Years","Health Services Research","Crossover Assignment","Singapore","Randomized","1257",,
639,"Completed","This is double-blind, randomized, sequential, two part study. Part 1 is a 3 periods, fixed-sequence study and will be conducted to evaluate the pharmacokinetics, safety, and tolerability of the gepotidacin tablet in healthy adult subjects. Part 2 is a 2 periods, fixed-sequence study and will evaluate the pharmacokinetics, safety, and tolerability of the gepotidacin tablet in healthy adolescent subjects. The primary purpose of Part 1 is to evaluate the pharmacokinetics of a single 1500 milligram (mg) dose and two 3000 mg doses of gepotidacin given 6 and 12 hours apart in adult subjects; Part 2 is to evaluate the pharmacokinetics of a single 1500 mg dose and two 3000 mg doses of gepotidacin given at a dosing interval (to be determined based on the pharmacokinetic and safety results from Part 1) in adolescent subjects. The duration of Part A will be approximately 47 days and 52 days for Part 2.","Infections, Bacterial","Accepts Healthy Volunteers","Interventional","September 4, 2019","November 25, 2019","Gepotidacin|Placebo","Drug|Drug","Phase 1","All","64 Years","12 Years","Treatment","Sequential Assignment","United States","Randomized","34","0|0|0|0|0|0|0","0|0|0|0|0|0|0"
640,"Recruiting","GNB5 is an investigator-initiated multicentre non-inferiority randomized controlled trial which aims to assess the efficacy and safety of shortened antibiotic for patients hospitalized with a Gram negative bacteremia with a urinary tract source of infection (GNB).||Five days after initiation of antimicrobial therapy for GNB, participants are randomized 1:1 to parallel treatment arms: 5 days (intervention) or minimum 7 days (control) of antibiotic treatment. The intervention group discontinues antibiotics at day 5 if clinically stable and afebrile. The control group receives antibiotics for a duration of 7 days or longer at the discretion of the treating physician.||The primary outcome is 90-day survival without clinical or microbiological failure to treatment, which will be tested with a non inferiority margin of 10%.","Gram-negative Bacteremia|Urinary Tract Infection Bacterial","No","Interventional","March 11, 2020","October 1, 2023","Shortened antibiotic treatment|Standard antibiotic treatment","Other|Other","Phase 4","All",,"18 Years","Treatment","Parallel Assignment","Denmark|Denmark|Denmark|Denmark|Denmark|Denmark|Denmark|Denmark|Denmark|Denmark|Denmark|Denmark","Randomized","380",,
641,"Completed","Procalcitonin (PCT) is a biomarker used to monitor serious bacterial infections and guide antibiotic therapy. Anastomotic leak (AL) after colorectal surgery is a severe complication associated with relevant short and long-term sequelae. The aim of our study is to assess the predictive value of PCT level for early diagnosis of anastomotic leak after colorectal surgery.","Anastomotic Leak","No","Observational","December 2012","September 2014","Colorectal surgery","Procedure",,"All",,"18 Years",,,"Italy",,"504",,
642,"Recruiting","Treatment of BV with first deqularum cloride and then followed with clindamycin vaginal Cream.","Infection, Bacterial","No","Interventional","August 1, 2020","December 1, 2021","treatment of BV with first Deqularum and then direkt after with vaginal clindamycin","Drug","Phase 3","Female","45 Years","18 Years","Treatment","Single Group Assignment","Sweden","N/A","50",,
643,"Unknown status","Streptococcus pneumoniae is the major cause of bacterial infection in patients with sickle cells disease.||The 23-valent pneumococcal polysaccharide vaccine (PSV) is supposed to be poorly immunogenic in these patients. We want to evaluate whether a prime with a 13-valent pneumococcal conjugate vaccine (PCV), able to induce immunologic memory, would improve the immune response against SP polysaccharides (SPP).||Primary objective: To evaluate and compare the specific antibody response to a prime-boost vaccine strategy combining PCV prime at W0 followed by the administration of PSV boost at W4, to the administration of PSV alone at W4 in patients with sickle cells disease.||Secondary objectives: Evaluation and comparison of the specific antibody response to the thirteen pneumococcal serotypes shared by the PCV and PSV vaccines, 4 weeks after the single PSV vaccination for patients from Group 1 or 4 weeks after the boost PSV vaccination for patients from group 2. Evaluation of the duration of the specific antibody response at W24 and 96. Evaluation of the T CD4 lymphocyte response to the CRM 197 protein. Safety of the vaccines.||Study Design: Randomised, monocentric, controlled phase II study of the immunological efficacy of a prime boost strategy combining the sequential administration of the PCV and PSV, compared to the administration of the PSV alone. 180 adults patients with sickle cells disease will be included. The primary endpoint : proportion of responders at W8 to at least 10 of thirteen serotypes. Secondary endpoints : Proportion of responders at W8 according to 4 categories of responders: 5-7; 3-4; 2-1 and 0. Evaluation of the pneumococcal opsonophagocytic activity (OPA) at baseline and W8 for each serotype, defined as the proportion of patients with OPA > 1:8 geometric mean of the specific antibody titers proportion of patients who experienced an increase of specific antibody levels 1 g/ml. Evaluation of the priming effect of the PCV vaccine in the group 1. Duration of the specific antibody responses at week 24 and W96. CD4 T lymphocyte responses to the CRM 197 protein (proliferative and cytokine production) at weeks 0, 8 and 12. Safety of the vaccines frequency of Streptococcus pneumoniae infections.||Statistical Considerations: With a sample size of 180 patients, and a randomization ration of 1:1, the study will have a power of at least 90% to show a difference of 25% category between the group receiving PCV and PSV vs the group receiving PSV alone (two-sided type I error = 5%). The primary comparison between both groups will be performed using a Chi2 test for independent groups or a Fisher exact test where appropriate.","Invasive Pneumococcal Infections|Sickle Cells Disease","No","Interventional","September 16, 2013","May 2019","Vaccination with the combined vaccine (Prevenar13 ®)|Vaccination with the polysaccharide vaccine (Pneumo 23 ®)","Biological|Biological","Phase 2","All",,"18 Years","Basic Science","Parallel Assignment","France","Randomized","165",,
644,"Completed","This study aims to improve the outcome of infants (<2 months) with severe sepsis and meningitis at the Queen Elizabeth Central Hospital, Blantyre, Malawi.||Currently WHO recommends the treatment of infant severe sepsis and bacterial meningitis with 14 to 21 day course of penicillin and gentamicin as first line. The second line treatment is cefotaxime or ceftriaxone.||Severe bacterial infections are common in infants under 2 months of age and the mortality is very high (~50%). There are several reasons for this; one is that the first line antibiotics used are no longer as effective as they used to be. Bacterial resistance to the first line antibiotics has increased and some infections especially of the central nervous system may only be partly treated and not eradicated by present therapy. First line treatment is cheap and available but requires 4 injections a day, for at least 14 days, a total of 58 injections. Many mothers find this number too much and abscond. The investigators second line therapy is ceftriaxone which is also available and cheap and the advantage of being given as a daily injection. The disadvantage is that it can cause (reversible) jaundice particularly in premature babies and it must not be given with calcium products. The investigators do not give calcium to the investigators infants as the investigators cannot routinely check electrolytes. All the most common causes of bacterial meningitis in this age group in the investigators setting are sensitive to ceftriaxone.||The investigators wish to undertake an open randomized trial of penicillin and gentamicin v ceftriaxone as first line treatment for infant meningitis. The investigators are able to monitor for side effects.||The investigators hypothesise that the ceftriaxone arm will have 20% less deaths that the penicillin and gentamicin group.","Infant Bacterial Meningitis","No","Interventional","April 2010","April 2015","Ceftriaxone v penicillin and gentamicin","Drug","Phase 4","All","2 Months",,"Treatment","Parallel Assignment","Malawi","Randomized","351",,
645,"Withdrawn","Tuberculosis (TB) is an important cause of morbidity and mortality in organ transplant recipients. Management of tuberculosis in this setting is challenging due to the complexity of diagnosis and the potential toxicity of anti-TB therapy, especially in liver transplant candidates and recipients. Although the tuberculin skin test (TST) is recommended for screening of latent tuberculosis infection (LTBI) in all candidates for liver transplantation, the performance of the TST in this setting is less than optimal, due to a lack of specificity (false-positive results due to interaction with BCG vaccine and other mycobacterial infections), and a lack of sensitivity in a population that is relatively immunocompromised. Recently, a new test named QuantiFERON-TB Gold (QFT-G) has been approved for the diagnosis of LTBI. QFT-G detects the release of interferon-gamma (IFN-γ) by sensitized white cells after incubation of whole blood with TB antigens. QFT-G is expected to be more specific than TST. However, there are no studies defining the performance of QFT-G in a population of patients on a waiting list for liver transplantation. We plan to estimate the usefulness of the QFT-G test for the diagnosis of LTBI in a cohort of patients with end-stage liver disease. We hypothesize that the QFT-G test will correlate better with the risk of LTBI. This study advances research on the prevention of a serious bacterial infection that can have devastating consequences in the post-transplant setting. The new diagnostic strategy may more accurately determine the presence of LTBI, thereby allowing appropriate therapy.","Chronic Liver Disease|TB","No","Interventional","January 2007",,"collection of blood sample","Procedure","Not Applicable","All",,"18 Years","Diagnostic","Single Group Assignment","United States","Non-Randomized","0",,
646,"Completed","This two-period cross-over study will evaluate bioequivalence of GR37547 (ciprofloxacin 500 mg) tablet versus ciprofloxacin 500 mg reference tablet in healthy adult subjects under fasting conditions. Subjects will receive Treatment A (GR37547 tablet) and Treatment B (ciprofloxacin reference tablet) in crossover manner, separated by a washout period of at least 7 days and not more than 14 days. The total duration of study for each subject will be approximately 5-7 weeks. This study will enroll approximately 26 healthy adult subjects at a single center.","Infections, Bacterial","Accepts Healthy Volunteers","Interventional","August 1, 2017","August 28, 2017","GR37547 tablet|Ciprofloxacin reference tablet","Drug|Drug","Phase 1","All","60 Years","18 Years","Treatment","Crossover Assignment","South Africa","Randomized","26","0|0","0|0"
647,"Withdrawn","This is a randomized, partially-blinded, placebo and moxifloxacin-controlled, single dose, 4-period, balanced crossover study. The primary objective of this study is to separately assess the effects of a therapeutic and supratherapeutic dose of GSK1322322 on the cardiac conduction (corrected QT interval [QTc]) compared with placebo in eligible healthy male and female subjects. Avelox (moxifloxacin hydrochloride) will be used as an open-label positive control in order to validate the sensitivity of the study in detecting QTc change. Approximately 56 healthy subjects will participate in the study for approximately 9 weeks i.e. 30 day Screening period, 4-week Treatment period, and a 7-10 day Follow-up period. There will be 4 treatment periods separated by at least 1 week. Subjects will be admitted to the clinical unit on Day -1 of each dosing period. Each subject will receive each of the four treatment sequences (GSK1322322 1200 milligram [mg] intravenous [IV] over 60 minutes x 1 dose, GSK1322322 3000 mg IV over 60 minutes x 1 dose, GSK1322322 Placebo IV over 60 minutes x 1 dose, moxifloxacin 400 mg administered orally x 1 dose) on Day 1 of each Treatment period in a randomized fashion. Twelve-lead electrocardiogram (ECG), continuous Holter monitoring, laboratory tests, vital sign measurements, and serial pharmacokinetic samples will be collected for up to 24 hours following each treatment. If no clinically significant abnormalities are noted, subjects will be discharged from the clinical research unit after the completion of all assessments on Day 2 in each period and return approximately one week later for the next dosing period. Each individual subject will follow the same dosing schedule at every period. A Follow-up visit will be conducted 7-10 days after administration of the last dose of study medication in treatment period 4.","Infections, Bacterial","Accepts Healthy Volunteers","Interventional","August 2014","December 2014","GSK1322322 1200 mg|GSK1322322 3000 mg|Placebo|Moxifloxacin","Drug|Drug|Drug|Drug","Phase 1","All","65 Years","18 Years","Treatment","Crossover Assignment",,"Randomized","0",,
648,"Completed","To study the effectiveness, safety, and tolerance of fluconazole versus clotrimazole troches (lozenges) as prophylaxis (preventive treatment) against fungal infections in patients enrolled in ACTG 081 (a study of prophylaxis against pneumocystosis, toxoplasmosis, and serious bacterial infection). Primarily, to compare the rates of invasive infections by C. neoformans, endemic mycoses, and Candida. To compare the mortality rates due to fungal infections between two antifungal prophylactic treatments. Secondarily, to assess the effect of prophylaxis on the incidence of severe fungal infections, defined as invasive infections and esophageal candidiasis and less severe mucocutaneous infection.||Serious fungal infections are significant complicating and life-threatening occurrences in patients with advanced HIV infection. Oropharyngeal candidiasis is found in almost all such patients, and causes pain, difficulty in swallowing, and loss of appetite. Similarly, esophageal candidiasis causes illness in the population. Cryptococcosis, endemic mycoses, and coccidioidomycosis also cause significant illness and death in AIDS patients. Once established, fungal infections in AIDS patients generally require continuous suppressive therapy because attempts at curing these infections are usually unsuccessful. Fluconazole has a number of characteristics that would make it a logical candidate to examine as a prophylactic agent in patients with advanced HIV infection. Animal studies have shown it to be prophylactic in models of candidiasis, cryptococcosis, histoplasmosis, and coccidioidomycosis. Initial experience in patients with active cryptococcal meningitis appears favorable, and studies of oropharyngeal candidiasis show it to be effective.","Candidiasis|Mycoses|HIV Infections","No","Interventional",,"November 1993","Clotrimazole|Fluconazole","Drug|Drug","Phase 3","All",,"18 Years","Prevention",,"United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Tanzania",,"500",,
649,"Withdrawn","The purpose of this study is to compare VIGADEXA (moxifloxacin 0.5%/dexamethasone phosphate 0.075%) ophthalmic gel to VIGADEXA (moxifloxacin 0.5%/dexamethasone phosphate 0.1%) ophthalmic solution in the prevention of postoperative inflammation and infection.","Cataracts","No","Interventional","March 2014","October 2014","Moxifloxacin 0.5%/Dexamethasone Phosphate 0.075% Ophthalmic Gel (VIGADEXA Gel)|Moxifloxacin 0.5%/Dexamethasone Phosphate 0.1% Ophthalmic Solution (VIGADEXA Solution)","Drug|Drug","Phase 3","All",,"18 Years","Treatment","Parallel Assignment",,"Randomized","0",,
650,"Recruiting","Therapeutic drug monitoring of antiinfectives in intensive care patients is an usual research topic of the last years. Based on research result, which have shown subtherapeutic plasma concentrations of antibiotics, a routines therapeutic drug monitoring for β-lactam-antibiotics was implemented in January 2018 at Clinic for Anesthesiology at University Hospital, LMU Munich, Germany. This study is an prospective evaluation of these TDM-program.","Infection, Bacterial","No","Observational","January 1, 2018","December 31, 2021",,,,"All",,"18 Years",,,"Germany",,"500",,
651,"Completed","This is a two-part study which will evaluate the PK, safety, and tolerability of a single 1500 milligram (mg) oral dose of gepotidacin in subjects with normal hepatic function and in subjects with mild, moderate, and severe hepatic impairment. In Part 1, subjects with moderate hepatic impairment and subjects with normal hepatic function will be enrolled. Matching subjects with normal hepatic function in Part 1 (Group D), will be enrolled following the completion of all Day 3 assessments of the respective matched, hepatically impaired subject. In Part 2, subjects with mild (optional) and severe hepatic impairment and subjects with normal hepatic function will be enrolled concurrently based on the PK, safety, and tolerability data of Part 1. Subjects with mild hepatic impairment, may be studied if there is a significant difference in PK between subjects with moderate hepatic impairment and subjects with normal hepatic function. Subjects with severe hepatic impairment, will be studied in Part 2, provided that, the PK objectives are achieved in Part 1. A totals of 48 subjects, are planned to be enrolled in the study. The study duration is approximately of 44 days from Screening to Follow-up visit. The results from this study will enable the development of appropriate dosing recommendations in subjects with impaired hepatic function.","Infections, Bacterial","No","Interventional","June 14, 2018","December 26, 2018","Gepotidacin","Drug","Phase 1","All","80 Years","18 Years","Treatment","Parallel Assignment","United States|United States","Non-Randomized","25","1|0|0","1|0|0"
652,"Completed","This study is open-label, randomized two-way cross-over study to determine if cefixime 200 mg/5 mL powder for suspension (test formulation: SKF101804) is bioequivalent to cefixime 200 mg/5 mL suspension reference formulation. Study will be conducted in 28 healthy adult subjects under fasting conditions. There will be two treatment periods and each subject will participate in both periods. The washout period between both treatment periods will be 7-14 days. Subjects will be randomized to either of treatment sequences of reference followed by test or test followed by reference to receive a single dose of test or reference formulation on Day 1 in each treatment period. The study will last for 5 to 7 weeks.","Infections, Bacterial","Accepts Healthy Volunteers","Interventional","February 6, 2018","March 13, 2018","Test formulation A|Reference formulation B","Drug|Drug","Phase 1","All","65 Years","18 Years","Treatment","Crossover Assignment","South Africa","Randomized","28","0|0","0|0"
653,"Completed","This study is divided in 2 parts. Part 1a is being conducted to evaluate the safety, tolerability, and relative bioavailability of the 2 free base tablet formulations (roller compacted [RC] and high shear wet granulation [HSWG]) compared to the reference capsule formulation under fasted conditions. This is a 3-period; cross-over study that will guide which gepotidacin formulation will be used for future studies. Following review of pharmacokinetic (PK) and safety data in Part 1a, a decision will be made whether to proceed with Parts 1b and 2.||Part 1b is a 2-period, cross-over study and will assess the effect of food on the PK of the selected gepotidacin tablet formulation from Part 1a. In Part 2, the PK of the selected gepotidacin tablet formulation from Part 1a in Japanese (2a) and Chinese (2b) subjects will be evaluated under fasted conditions.||The duration of the study (from Screening to the Follow-up visit) will be approximately 44 days (Part 1a), 41 days (Part 1b) and 38 days (Part 2a and 2b each), respectively. The approximate number of subjects enrolled in Part 1a will be 27 (9 subjects in each of the 3 treatment sequences), 16 in Part 1b (8 subjects in each of the 2 treatment sequences) and 12 Japanese and 12 Chinese subjects in Part 2a and 2b, respectively.","Infections, Bacterial","Accepts Healthy Volunteers","Interventional","August 4, 2016","October 17, 2017","Gepotidacin RC Tablet|Gepotidacin HSWG Tablet|Gepotidacin Capsule","Drug|Drug|Drug","Phase 1","All","64 Years","18 Years","Treatment","Crossover Assignment","United States|United States","Randomized","48","0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0"
654,"Completed","This study will be conducted in three parts (Part 1, Part 2 and Part 3). Part 1 of this study will evaluate the relative bioavailability of a single dose of GSK2140944 tablet formulation compared to the reference capsule formulation under fasted conditions. The effect of food on the pharmacokinetics (PK) of a single dose of the tablet formulation will also be assessed. Part 2 will evaluate the effect of repeat doses of itraconazole on the pharmacokinetics of GSK2140944 following a single dose. A decision will be made whether to use the current capsule formulation or the new tablet formulation in Part 2 based upon the safety and PK data obtained from Part 1. Part 3 is conditionally based upon progression of the tablet formulation from Part 1 and will evaluate the effect of food on the safety, tolerability, and pharmacokinetics of the tablet formulation following multiple doses in elderly healthy subjects.","Infections, Bacterial","Accepts Healthy Volunteers","Interventional","January 28, 2014","August 21, 2014","GSK2140944 capsule|GSK2140944 tablet|Itraconazole capsule","Drug|Drug|Drug","Phase 1","All",,"18 Years","Treatment","Crossover Assignment","United States","Randomized","46",,
655,"Completed","This is a phase 1, non-randomized, open label, single-dose, two-period, cross-over study. This study will utilize 14C radiolabeled GSK1322322 to investigate the recovery, excretion, and pharmacokinetics of GSK1322322 in 6 healthy adult male subjects through the sampling of blood, urine, and feces.||Each subject will participate in the study for approximately 7 to 8 weeks i.e., 30 day screening period, two dosing periods (approximately 8 days each) and a follow up visit.||The subjects will be admitted to the clinical unit on Day 1 of the first treatment period and remain in the unit for up to approximately 16 days through the end of the second treatment period.||On Day 1 of Period 1, each subject will receive 14C radiolabeled GSK1322322 as a single therapeutic intravenous (IV) dose (1000 milligrams [mg]). When the total radioactivity is <1% of the administered dose in all subjects, Period 2 dosing will begin (approximately 8 days after the IV dose). On Day 1 of Period 2, each subject will receive single therapeutic oral solution dose (1200 mg). Blood, urine, bile and fecal samples will be collected during both the periods. The subject may be discharged from the unit as early as Day 8 of Period 2. Subjects will visit the study unit for the follow-up visit 7 to 10 days following discharge from the unit.","Infections, Bacterial","Accepts Healthy Volunteers","Interventional","August 10, 2012","October 5, 2012","GSK1322322 1000 mg containing radioactive 14C-GSK1322322|GSK1322322 1200 mg containing radioactive 14C-GSK1322322","Drug|Drug","Phase 1","Male","55 Years","30 Years","Treatment","Crossover Assignment","United States","Non-Randomized","5",,
656,"Completed","This study is an open-label, randomized, single dose, four period, balanced crossover study to assess in eligible healthy male or female subjects.","Infections, Bacterial","Accepts Healthy Volunteers","Interventional","March 2012","May 2012","GSK1322322 (mesylate salt) Powder for Injection|GSK1322322 (freebase) tablets|GSK1322322 (mesylate salt) Powder for Oral Solution|GSK1322322 (freebase) tablets FED","Drug|Drug|Drug|Drug","Phase 1","All","65 Years","18 Years","Treatment","Crossover Assignment","United States","Randomized","24",,
657,"Completed","This first time in human (FTIH) study will be the first administration of GSK1322322 as an intravenous formulation and will investigate safety, tolerability, and pharmacokinetics in healthy subjects. One cohort of subjects will undergo bronchoalveolar lavage (BAL) for determination of GSK1322322 concentrations in lung with simultaneous comparison to plasma concentrations to evaluate drug penetration in the lung. The study will evaluate the absolute bioavailability of an oral tablet formulation as compared to the IV formulation.In addition, Amendment 01 will enable the investigation of an improved IV formulation (GSK1322322J mesylate salt) in an additional repeat dosing cohort and the supra-therapeutic cohort.","Infections, Bacterial","Accepts Healthy Volunteers","Interventional","September 13, 2011","January 26, 2012","500mg IV GSK1322322/placebo|1000mg oral GSK1322322/placebo|1000mg IV GSK1322322/placebo|1500mg oral GSK1322322/placebo dose|1500mg IV GSK1322322/placebo|2000mg IV GSK1322322J/placebo|3000mg IV GSK1322322J/placebo|1000mg IV GSK1322322J/placebo","Drug|Drug|Drug|Drug|Drug|Drug|Drug|Drug","Phase 1","All","65 Years","18 Years","Other","Single Group Assignment","United States","Randomized","61",,
658,"Completed","Part 1 of this study will assess the relative bioavailability of GSK1322322 administered as one of three investigational tablets compared to powder in a bottle formulation. Pharmacokinetics of these three tablets will be evaluated and the investigation tablet with the optimal PK profile will be progressed to Part 2. In Part 2 the investigational tablet selected from Part 1 will be coadministered with food alone, an H2 blocker alone, or an H2 blocker given in combination with ascorbic acid to evaluate the effect on GSK1322322 pharmacokinetics. Plasma GSK1322322 PK profile, safety, and tolerability will be assessed from each dose group.","Infections, Bacterial","Accepts Healthy Volunteers","Interventional","April 27, 2009","July 9, 2009","GSK1322322|GSK1322322","Drug|Drug","Phase 1","All","65 Years","18 Years","Treatment","Crossover Assignment","United States","Randomized","20",,
659,"Completed","This study will be the first repeat dose administration of GSK1322322 to investigate safety, tolerability, and pharmacokinetics in healthy subjects as well as elderly volunteer subjects. The study will also include a P450 probe drug (midazolam) to evaluate the effect of GSK1322322 to inhibit or induce CYP3A4 substrates.","Infections, Bacterial","Accepts Healthy Volunteers","Interventional","May 11, 2009","September 25, 2009","GSK1322322/placebo|GSK1322322/placebo and midazolam","Drug|Drug","Phase 1","All",,"18 Years","Treatment","Single Group Assignment","Australia","Randomized","52",,
660,"Completed","This is a first time in human (FTIH) study of single escalating doses of investigational study drug to investigate safety, tolerability, and pharmacokinetics in healthy subjects","Infections, Bacterial","Accepts Healthy Volunteers","Interventional","November 14, 2008","December 7, 2009","100 mg GSK investigational drug|200 mg GSK investigational drug|400 mg GSK investigational drug|800 mg GSK investigational drug|2000 mg GSK investigational drug|1500 mg GSK investigational drug|800mg fed GSK investigational drug|3000mg GSK investigational drug|4000mg GSK investigational drug","Drug|Drug|Drug|Drug|Drug|Drug|Drug|Drug|Drug","Phase 1","All","65 Years","18 Years","Treatment","Single Group Assignment","Australia","Randomized","41",,
661,"Completed","Streptococcus pneumoniae is a major cause of serious bacterial infections, particularly among young children. Over 30 different types of the pneumococcus germ can cause invasive disease, but 7 types (namely serotypes 4, 6B, 9V, 14, 18C, 19F and 23F) are responsible for around 75% of cases in young children. A pneumococcal conjugate vaccine against these 7 serotypes (PCV7; Prevenar ®, Wyeth Vaccines) was introduced into the UK national immunisation programme in September 2006 and has resulted in a rapid reduction in pneumococcal disease caused by the 7 serotypes among both vaccinated children and older unvaccinated children and adults through herd immunity. By 2009, over half of all invasive pneumococcal cases in young children were caused by six other pneumococcal serotypes (1, 3, 5, 6A, 7F and 19A) that are included in a newly licensed 13 valent pneumococcal vaccine (PCV13; Prevenar 13®, Wyeth Vaccines). In April 2010, PCV13 replaced PCV7 in the UK immunisation programme with the aim of further reducing cases of invasive pneumococcal disease. The antibody responses induced by the 7 serotypes in both PCV13 and PCV7 have been shown to be comparable, but the protection offered by the additional 6 serotypes in PCV13 merits further study. Also, it is possible that the use of PCV13 instead of PCV7 may interfere with immune responses to other vaccines, such as Haemophilus influenzae serotype b (Hib), which are given to infants at the same time as PCV13. The proposed study will aim to collect one blood sample from infants after they receive their routine vaccinations at 2, 3 and 4 months in order to their measure immune responses to routine vaccines. The investigators hope that their results will help us better understand the added protection offered by the 13valent pneumococcal vaccine and ensure that children are adequately protected by the other vaccines they receive.","Streptococcus Pneumoniae","Accepts Healthy Volunteers","Observational","November 2010","June 2013",,,,"All","6 Months",,,,"United Kingdom",,"93",,
662,"Completed","Common bile duct stone cholangitis is a potentially fatal condition, characterized by an obstruction and bacterial infection of biliary system. The principles of management are appropriate biliary drainage and systemic antibiotics. There has been limited data about appropriate time of antibiotics in patient with successful endoscopic drainage.","Acute Cholangitis|Common Bile Duct Calculi","No","Interventional","August 13, 2017","August 30, 2019","Short duration of antibiotic|Standard treatment of antibiotic","Other|Other","Not Applicable","All",,"18 Years","Treatment","Parallel Assignment","Thailand","Randomized","36",,
663,"Recruiting","Because of its prolonged terminal half-life, dalbavancin is an extremely attractive option in treating Gram-positive infections caused by S. aureus including MRSA, and streptococcal species. Systemic bacterial infections due to Staphylococci such as osteomyelitis and septic arthritis, are conditions which require prolonged IV therapy, typically for at least 3-6 weeks, though sometimes more. Due to dalbavancin's prolonged terminal half-life, it may offer the opportunity to substantially reduce costs and morbidity in native joint and prosthetic joint infections with one infusion every fourteen days until completion of therapy.","Bone Infection|Osteomyelitis|Septic Arthritis|Joint Infection|Prosthetic Joint Infection","No","Interventional","January 25, 2018","December 2022","Dalbavancin|Vancomycin","Drug|Drug","Phase 4","All","80 Years","18 Years","Treatment","Sequential Assignment","United States","Randomized","50",,
664,"Recruiting","Pneumococcal meningitis is an infection of the membrane that covers the brain. It is a serious infection which is currently treated with a combination of corticosteroids (dexamethasone) and 3rd generation cephalosporins. Nevertheless, complications associated with meningitis are relatively frequent and severe. Recent animal studies have shown that another antibiotic, daptomycin, can reduce the mortality and long-term effects of pneumococcal meningitis. Daptomycin is widely used worldwide in humans for other diseases, with few side effects.||This study aims to evaluate the effect of daptomycin on the proliferation of the bacterial infection, and therefore on inflammation. Daptomycin will be added to the currently recommended treatment with the same dosage used for other diseases.||Roughly 130 patients with suspected pneumococcal meningitis admitted to the emergency departments of hospitals throughout France will be asked to participate in this study.||The participation period will last approximately 3 months.","Pneumococcal Meningitis","No","Interventional","June 7, 2018","September 2024","Daptomycin","Drug","Phase 2","All",,"18 Years","Treatment","Single Group Assignment","France","N/A","128",,
665,"Completed","GSK945237 is the first molecule of a new chemical class that is being developed for treatment of respiratory tract and other infections such as skin and soft tissue. This study drug has been tested in animals but has never been given to humans. This is a two part study. The purpose of the first part is to study the side effects of this drug in humans, and to study how much of the drug gets absorbed in the blood stream The second part of this study will compare absorption of the study drug in the blood stream when given with food and when given under fasting conditions","Healthy Subjects|Infections, Bacterial","Accepts Healthy Volunteers","Interventional","July 2007","September 2008","GSK945237|Sugar Pill","Drug|Drug","Phase 1","All","60 Years","18 Years",,"Parallel Assignment","Australia","Randomized","68",,
666,"Recruiting","The study's primary objective is designed to assess the safety and tolerability, and determine the maximum tolerated dose (MTD) of both itacitinib and tocilizumab when given in combination to patients with steroid-refractory acute graft versus host disease (SR-aGVHD).||The study's secondary objectives are to:||Estimate the day 28 response rate (ORR) [complete response (CR), very good partial response (VGPR), and partial response (PR)] of the combination of itacitinib and tocilizumab for the treatment of SR-aGVHD|Estimate the time to response and duration of response|Estimate the incidence of primary disease relapse while on study treatment|Estimate the incidence of infections including viral reactivation, bacterial infections and fungal infections while on study treatment|Estimate the progression-free survival (PFS), overall survival (OS), non-relapse mortality, GVHD-related mortality of study subjects|Estimate the proportion of patients who successfully discontinue steroids by 6 months and 12 months after therapy initiation","Steroid Refractory GVHD|Graft Vs Host Disease","No","Interventional","January 20, 2020","May 2022","Itacitinib|Tocilizumab","Drug|Drug","Phase 1","All","99 Years","18 Years","Treatment","Single Group Assignment","United States","Randomized","24",,
