OverallStatus,BriefSummary,Condition,HealthyVolunteers,DurationDays,InterventionType,Phase,Gender,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,ArmNumber,AgeGroups,AdverseEffectsorDeath
Completed,"This study aims to determine the burden of pertussis infection among adolescents and adults with prolonged cough in four Asian countries, namely Malaysia, Philippines, Taiwan and Thailand. This study also aims to assess the health economic (HE) impact of pertussis.",Pertussis,No,316.0,"Other,Procedure",Not Applicable,All,Other,Single Group Assignment,"Malaysia,Thailand,Taiwan",Non-Randomized,337.0,2,elderly-childTeen,0.0
"Active, not recruiting","The study is designed as a Phase II, multicenter trial of vaccination with Dendritic cell/myeloma fusions with granulocyte macrophage colony-stimulating factor (GM-CSF) adjuvant plus lenalidomide maintenance therapy versus maintenance therapy alone or with GM-CSF following autologous transplant as part of upfront treatment of multiple myeloma (MM). It is hypothesized that the dendritic cell myeloma vaccine will result in improved response in patients with multiple myeloma after autologous Hematopoietic Cell Transplant (HCT).",Multiple Myeloma,No,2222.0,"Biological,Drug,Procedure",Phase 2,All,Treatment,Parallel Assignment,United States,Randomized,203.0,7,elderly-adults,9.0
Completed,The purpose of this study is to determine if oral vancomycin used as primary Clostridium difficile prophylaxis can reduce the incidence of this infection in high-risk patients.,Clostridium Difficile Infection|Prophylaxis|Vancomycin,No,242.0,Drug,Phase 4,All,Prevention,Parallel Assignment,United States,Non-Randomized,51.0,1,elderly,0.0
Completed,The purpose of this study is to evaluate the clinical and microbial efficacy and safety of AzaSite compared to tobramycin for bacterial conjunctivitis. Adults and children one year of age and older with bacterial conjunctivitis in at least one eye are eligible. Subjects will be randomly assigned to the AzaSite group or Tobramycin group. Three visits will be required for the study.,Bacterial Conjunctivitis,No,457.0,Drug,Phase 3,All,Treatment,Parallel Assignment,United States,Randomized,743.0,2,allAges,0.0
Completed,DAR-901 booster vaccine or placebo will be administered to adolescents in Tanzania primed with BCG to determine if immunization reduces the risk of TB infection,Tuberculosis,Accept,1432.0,Biological,Phase 2,All,Prevention,Parallel Assignment,Tanzania,Randomized,625.0,2,childTeen,9.0
Completed,"This was a real-world, prospective, open-label, multicenter study in which participants were randomized (1:1) to receive intravenous (IV) vancomycin or IV daptomycin. The purpose of this study is to compare infection-related hospital length of stay, along with a number of participant-reported outcomes, between participants with complicated skin and soft tissue infection treated with daptomycin and vancomycin.",Staphylococcal Skin Infections,No,392.0,Drug,Phase 4,All,Treatment,Parallel Assignment,"Puerto Rico,United States",Randomized,250.0,2,elderly-adults,24.0
Completed,"People with HIV have a high chance of becoming infected with TB, especially when they live in areas where TB infection is common. It can be difficult to diagnose TB in people who need to start HIV treatment right away. Within about 6 months after starting HIV treatment, some of these people can become very sick with TB and can even die from it.||This study was being done in people who were starting HIV treatment and who lived in areas where the TB infection rate is high. The purpose of this study was to test an experimental approach to TB treatment to see if it is better than the usual approach. The experimental approach was to start TB treatment at the same time as HIV treatment, even when TB infection had not been found. The usual approach was to start TB treatment only if TB infection was found.||In this study, half of the people started TB treatment at the same time as they started their HIV treatment. The other half started TB treatment only if TB infection was found.||The study also tested how safe and effective it was to start TB treatment at about the same time as HIV treatment even when TB infection had not been found. The study collected information about diet, whether (and when) people in the study became sicker or died, how well their HIV was controlled, how they were feeling, how they were taking their medications, whether it mattered where they lived or what kind of HIV and TB care was standard, how many people were diagnosed with TB while in the study, and how the cost of the two treatment options on a national level could be compared.",HIV Infection,No,1644.0,Drug,Phase 4,All,Treatment,Parallel Assignment,"Peru,Zimbabwe,Brazil,India,Uganda,Haiti,Zambia,Malawi,Kenya,South Africa",Randomized,851.0,6,elderly-childTeen,259.0
Completed,"Tuberculosis (TB) is a leading cause of death among HIV-infected persons in low-income settings and can be a serious complication for HIV-infected pregnant women and their infants. Isoniazid (INH) preventive therapy (IPT) is effective in preventing TB infection in HIV-infected adults, but the safety of IPT in pregnant women is unknown. This study evaluated the safety of IPT among HIV-infected pregnant women.",HIV Infections|Tuberculosis,No,1114.0,Drug,Phase 4,Female,Prevention,Parallel Assignment,"Zimbabwe,India,Botswana,Uganda,Haiti,Tanzania,South Africa,Thailand",Randomized,956.0,2,elderly-childTeen,351.0
Completed,"This is a randomized, double-blind, single-placebo, active-controlled, dose ranging parallel group design with 3 arms. Two dose regimens of CB-183,315 dosed twice daily will be compared with the active comparator oral vancomycin (125 milligrams (mg ) four times daily). Participants with diarrhea at risk for Clostridium difficile infection (CDI) [for example, received prior or concomitant antibiotic(s)] will be identified and tested for C. difficile toxin in stool using an enzyme immunoassay (EIA), or polymerase chain reaction (PCR) per the usual standard of care. Eligible participants will be consented, undergo baseline evaluations, and will be randomized in a blinded fashion to one of 3 treatment arms.||Participants will be randomized to receive either 125 mg CB-183,315 twice daily alternating with placebo tablets twice daily, 250 mg CB-183,315 twice daily alternating with placebo tablets twice daily or 125 mg oral vancomycin four times dailyover a period of 10 days in a 1:1:1 fashion.",Clostridium Difficile Infection|Diarrhea,No,407.0,Drug,Phase 2,All,Treatment,Parallel Assignment,"United States,Canada",Randomized,210.0,3,elderly-adults,29.0
Completed,"Study 0018 (NCT00107978) compares the safety and effectiveness of an investigational drug, telavancin, and an approved drug, vancomycin, for the treatment of complicated skin and skin structure infections.",Staphylococcal Skin Infection,No,454.0,Drug,Phase 3,All,Treatment,Parallel Assignment,United States,Randomized,1035.0,2,elderly-adults,53.0
Completed,"The purpose of this study is to determine whether an alternative drug, (rifampin) given daily, is better at treating tuberculosis (TB) and more tolerable than the usual drug treatment, isoniazid (INH). Study participants will include 972, TB infected, San Francisco Jail inmates, aged 18 or older. One group of volunteers will take INH two times a week for 9 months, and the other group will take rifampin daily for 4 months. Medication will be administered in jail and at the San Francisco TB Clinic if the volunteer is released from jail prior to completing the study. Participants will be seen daily for 4 months (rifampin group), and 2 times a week for 9 months (INH group) for directly observed therapy. Study procedures will include 5 symptom review visits and blood samples for lab testing. Follow-up will continue for each subject for five years after enrollment into the study.",Tuberculosis,No,1765.0,Drug,Phase 3,All,Treatment,Parallel Assignment,United States,Randomized,364.0,2,elderly-adults,14.0
Completed,"The purpose of this study was to evaluate the pharmacokinetics (PK), tolerability, and safety of once-weekly doses of rifapentine (RPT) and isoniazid (INH) in HIV-1-infected and HIV-1-uninfected pregnant and postpartum women with latent tuberculosis (TB).",Tuberculosis,Accept,758.0,"Drug,Dietary Supplement",Phase 1|Phase 2,Female,Treatment,Parallel Assignment,"Zimbabwe,Haiti,Malawi,Kenya,Thailand",Non-Randomized,50.0,3,elderly-adults,6.0
Terminated,"Our hypothesis is that treatment of known Ureaplasma spp. infection of the airways in very low birth weight (VLBW) infants with azithromycin will eradicate the organisms and lessen the proinflammatory state caused by infection that puts them at risk for Bronchopulmonary Dysplasia (BPD). We propose to conduct a randomized trial of early (less than 3 days of age) treatment with intravenous azithromycin versus expectant management for VLBW infants with Ureaplasma spp. respiratory tract infection with the following specific aims: (1) Determine microbiological efficacy, pharmacokinetics, and safety of azithromycin treatment for eradication of Ureaplasma spp. in preterm infants, (2) Determine the respiratory outcomes of infants in the two treatment groups and those without respiratory tract Ureaplasma spp. infection",Bacteria Infection|Respiratory Tract Infections,No,823.0,Drug,Phase 1|Phase 2,All,Prevention,Parallel Assignment,United States,Randomized,7.0,1,infants,0.0
Completed,"This study aims to compare treatment with a fixed-dose combination (FDC) of imipenem/relebactam/cilastatin (IMI/REL) with a FDC of piperacillin/tazobactam (PIP/TAZ) in participants with hospital-acquired or ventilator-associated bacterial pneumonia (HABP or VAPB, respectively). The primary hypothesis is that IMI/REL is non-inferior to PIP/TAZ in the incidence rate of all-cause mortality.",Bacterial Pneumonia,No,1226.0,Drug,Phase 3,All,Treatment,Parallel Assignment,United States,Randomized,537.0,6,elderly-adults,259.0
Completed,The purpose of this study is to assess the safety and immunogenicity of a single dose of Menactra® vaccine to support registration.||Primary Objectives:||To describe the antibody titers measured by serum bactericidal activity using baby rabbit complement (SBA-BR) before and after Menactra® vaccination.|To describe the safety profile of participants after one dose of Menactra®.,Meningococcal Infection|Meningitis,Accept,365.0,Biological,Phase 3,All,Prevention,Parallel Assignment,India,Non-Randomized,300.0,1,adults-infants,0.0
Completed,"Unasyn-S 12g/day (3 g four times a day) is the commonly used dosage depending on the severity for US, EU, China, Taiwan and Korea for over 20 years, however, Unasyn-S 12g/day has not yet been approved in Japan. The purpose of this trial is to evaluate the clinical efficacy and safety in Japanese adult subjects with community acquired pneumonia receiving ampicillin sodium/sulbactam sodium, 12g/day (3 g four times a day ) IV.","Pneumonia, Bacterial",No,182.0,Drug,Phase 3,All,Treatment,Single Group Assignment,Japan,Non-Randomized,47.0,1,elderly-childTeen,1.0
Completed,"Randomized, Placebo Controlled, Partially Blinded Phase II Study to Evaluate Safety, Immunogenicity, and Prevention of Infection with Mycobacterium tuberculosis of AERAS-404 and BCG Revaccination in Healthy Adolescents",Tuberculosis,Accept,1343.0,"Biological,Drug",Phase 2,All,Prevention,Parallel Assignment,South Africa,Randomized,989.0,3,childTeen,20.0
Completed,Current treatment of tuberculosis (TB) requires patients to take four drugs for 8 weeks and then two drugs for 4 months. New drug regimens that are shorter and effective against drug-resistant TB are needed. This study will evaluate whether using the drug moxifloxacin (MOX) in place of ethambutol (EMB) during the first 8 weeks of treatment will effectively treat TB.,Tuberculosis,No,1431.0,Drug,Phase 2,All,Treatment,Parallel Assignment,Brazil,Randomized,170.0,1,elderly-adults,12.0
Completed,"Study 0017 compares the safety and effectiveness of an investigational drug, telavancin, and an approved drug, vancomycin, for the treatment of complicated skin and skin structure infections.",Staphylococcal Skin Infection,No,516.0,Drug,Phase 3,All,Treatment,Parallel Assignment,United States,Randomized,862.0,2,elderly-adults,58.0
Terminated,"There is a rapidly-growing need to identify evidence-based, safe, and effective co-treatment regimens for HIV-related tuberculosis (TB) among patients who require protease inhibitor (PI)-based antiretroviral therapy (ART). This study compared three alternative co-treatment options among participants in high TB endemic resource-constrained settings, in which one co-treatment option explores if an additional anti-HIV drug needs to be used when patients are being treated with a PI together with rifabutin-based anti-TB treatment.",HIV Infection|Tuberculosis,No,1446.0,Drug,Phase 2,All,Treatment,Parallel Assignment,"Peru,Brazil,Haiti,Kenya,South Africa",Randomized,71.0,9,elderly-adults,17.0
Completed,The purpose of this booster study is to evaluate the immune persistence in healthy Chinese subjects primed in study NCT01086423 with GSK Biologicals' Infanrix-IPV+Hib™ (DTPa-IPV/Hib) vaccine. The study will also evaluate the safety and immune response of these subjects to a booster dose of Infanrix-Hib™ (DTPa/Hib) and Poliorix™ (IPV) vaccine.||This protocol posting deals with objectives & outcome measures of the booster phase. The objectives & outcome measures of the primary phase are presented in a separate protocol posting (NCT number = NCT01086423).,Acellular Pertussis|Tetanus|Diphtheria|Haemophilus Influenzae Type b,Accept,107.0,Biological,Phase 3,All,Prevention,Parallel Assignment,China,Randomized,831.0,2,infants,1.0
Completed,People who are infected with HIV and tuberculosis (TB) need to receive medications that treat both diseases safely and effectively. This study enrolled infants and children infected with HIV and TB and evaluated the safety and tolerance of an antiretroviral (ARV) treatment regimen for HIV that contains raltegravir when administered with a TB treatment regimen that includes rifampicin. Study researchers aimed to determine the most effective dose of raltegravir for infants and children when taken with rifampicin.,HIV Infections|Tuberculosis,No,1841.0,Drug,Phase 1|Phase 2,All,Treatment,Parallel Assignment,South Africa,Non-Randomized,40.0,1,childTeen-infants,18.0
Completed,"Tuberculosis (TB) is a serious infection that can affect the lungs and other parts of the body. The usual way to treat TB is to take 4 medicines by mouth every day for 2 months, then take 2 of the same medicines for 4 more months, for a total of 6 months. The purpose of this study is to see if taking 4 months of TB medicines is as effective in curing some TB patients as taking 6 months of TB medicines. Study participants will include 758 human immunodeficiency virus (HIV)-non-infected individuals, ages 18-60. Participants will be treated with 4 standard drugs called isoniazid, rifampicin, pyrazinamide and ethambutol. All individuals will take TB medicines for at least 4 months. After 4 months of treatment, if no TB germs are growing in sputum samples, participants will be assigned to either stop taking TB medicine (4 months of treatment) or to continue taking TB drugs for 2 more months (6 months of treatment). Participants will be involved in study procedures for up to 30 months.",Tuberculosis,No,2426.0,Drug,Phase 3,All,Treatment,Parallel Assignment,"Philippines,Uganda,Brazil",Randomized,394.0,4,adults,41.0
Completed,The purpose of this study is to compare number of vegetative cells and spores in stool over time for fidaxomicin or vancomycin in patients diagnosed with their first episode of C. difficile infection.,Clostridium Difficile Infection,No,789.0,Drug,Phase 4,All,Treatment,Parallel Assignment,United States,Randomized,34.0,2,elderly-adults,0.0
Completed,"The aims of this trial are to demonstrate the consistency of three manufacturing lots of GSK Biologicals' DTaP-IPV candidate vaccine in terms of immunogenicity and to evaluate the non-inferiority of GSK Biologicals' DTaP-IPV vaccine with respect to immunogenicity and safety compared to the control vaccines (separate injections of GSK Biologicals' DTaP vaccine [Infanrix] and Aventis Pasteur's IPV vaccine [IPOL]) when administered as a 5th dose of DTaP and a 4th dose of inactivated poliovirus vaccine in subjects 4 to 6 years of age. Vaccines will be co-administered with the second dose of M-M-RII, which is recommended at this age. Concomitant administration of a US-licensed influenza vaccine will be allowed according to seasonal availability of vaccine and at the discretion of the investigator.",Tetanus|Acellular Pertussis|Diphtheria,Accept,697.0,Biological,Phase 3,All,Prevention,Parallel Assignment,United States,Randomized,4209.0,6,childTeen-infants,16.0
Completed,The purpose of this study is to assess the immunogenicity and safety of Boostrix™ when compared to a placebo given during 27-36 weeks of gestation in healthy women aged 18-45 years. Infants born to mothers enrolled in this study will be followed-up in two separate clinical studies: 201330 [DTPA (BOOSTRIX)-048 PRI] and 201334 [DTPA (BOOSTRIX)-049 BST: 048].,Diphtheria-Tetanus-acellular Pertussis Vaccines,Accept,741.0,"Biological,Drug",Phase 4,Female,Prevention,Crossover Assignment,"Finland,Czechia,Australia,Italy,Spain,Canada",Randomized,688.0,2,adults,200.0
Completed,"This study will evaluate the safety and reactogenicity of GSK Biologicals' combined reduced-antigen-content diphtheria-tetanus-acellular pertussis (dTpa) vaccine, Boostrix™ when given as a single injection to 6-10 year old children. Data that are available globally on the age group from four to six years of age will be used to bridge the age gap in this study and aid in the registration of the vaccine for children from the age of four years.",Diphtheria|Tetanus|Acellular Pertussis,Accept,77.0,Biological,Phase 3,All,Prevention,Single Group Assignment,Vietnam,SingleArmNA,302.0,1,childTeen,0.0
Completed,"The purpose of this follow-up study is to evaluate the persistence of antibodies against all the vaccine antigens 10 years after booster vaccination with either Tdap or Td, and also to assess immunogenicity and safety of another dose of Boostrix, administered in this study. This protocol posting deals with objectives and outcome measures of the extension phase. The objectives and outcome measures of the primary phase are presented in a separate protocol posting (NCT number = NCT00109330).",Tetanus|Acellular Pertussis|Diphtheria,Accept,426.0,Biological,Phase 3,All,Prevention,Parallel Assignment,United States,Non-Randomized,165.0,1,adults,0.0
Completed,The purpose of the study is to compare the immunogenicity and safety of a booster dose of BoostrixTM administered in a new syringe presentation to that of BoostrixTM administered in the previous syringe presentation in healthy adolescents aged 10-15 years.,Diphtheria|Tetanus|Acellular Pertussis,Accept,430.0,Biological,Phase 4,All,Prevention,Parallel Assignment,"Chile,Mexico",Randomized,671.0,2,childTeen,1.0
Completed,"The purpose of the study is to evaluate the immunogenicity, safety and reactogenicity of a dTpa (Boostrix™ vaccine) booster dose given 10 years after the previous vaccination with dTpa in GSK 263855/029 study. Only subjects who were part of the primary study will be invited to participate in this study.This protocol posting deals with objectives & outcome measures of the booster phase. The objectives & outcome measures of the primary phase are presented in a separate study (see reference).",Acellular Pertussis|Tetanus|Diphtheria,Accept,693.0,Biological,Phase 4,All,Prevention,Parallel Assignment,Belgium,Non-Randomized,180.0,2,adults,0.0
Completed,"The purpose of the study is to evaluate the immunogenicity and safety of Kinrix when co-administered with varicella (Varivax® [varicella virus vaccine live], Merck and Company) and (measles mumps rubella) MMR vaccines, compared to Kinrix co-administered with MMR vaccine alone. Both Kinrix and the second dose of Varivax are indicated in children 4-6 years of age, and there is great potential for the vaccines to be given concurrently. The aim of this trial is to demonstrate that co-administered Varivax does not negatively affect the immunogenicity or reactogenicity of Kinrix.",Tetanus|Acellular Pertussis|Diphtheria,Accept,441.0,Biological,Phase 3,All,Prevention,Parallel Assignment,United States,Randomized,478.0,3,childTeen-infants,1.0
Completed,"This protocol posting deals with objectives & outcome measures of the booster phase. The objectives & outcome measures of the primary phase are presented in a separate protocol posting (NCT number = NCT00412854). This Phase IIIB study will compare GSK Biologicals' DTPa/Hib vaccine to separately administered DTPa and Hib vaccines in Chinese children 18 to 24 months of age, in terms of safety and immunogenicity.",Acellular Pertussis|Diphtheria|Tetanus,Accept,49.0,Biological,Phase 3,All,Prevention,Parallel Assignment,China,Non-Randomized,467.0,2,infants,4.0
Completed,"The purpose of this study is to evaluate the persistence of antibodies against all the vaccine antigens 1, 3, 5 and 9 years after an initial vaccination with Tdap, and also to assess immunogenicity and safety of another dose of Boostrix, administered in this study.||This protocol posting deals with objectives and outcome measures of the extension phase. The objectives and outcome measures of the primary phase are presented in a separate protocol posting (NCT number = NCT00346073).",Acellular Pertussis|Tetanus|Diphtheria,Accept,3196.0,"Biological,Procedure",Phase 3,All,Prevention,Parallel Assignment,United States,Randomized,1954.0,3,elderly-adults,1.0
Completed,"This study will compare GSK Biologicals' DTPa/Hib vaccine to separately administered DTPa and Hib vaccines in Chinese infants 3, 4 & 5 months of age, in terms of safety and immunogenicity.",Tetanus|Diphtheria|Acellular Pertussis,Accept,173.0,Biological,Phase 3,All,Prevention,Parallel Assignment,China,Randomized,660.0,3,infants,11.0
Completed,The current study will provide information for the use of Boostrix concomitantly with influenza vaccine in adults aged 19-64 years. This study will also provide safety and immunogenicity data in a cohort of adults aged greater than or equal to 65 years.,Acellular Pertussis|Diphtheria|Tetanus,Accept,128.0,Biological,Phase 3,All,Prevention,Parallel Assignment,United States,Randomized,1726.0,2,elderly-adults,10.0
Completed,"DTPa and IPV vaccines are recommended for immunization of infants in Korea. The use of combination vaccines simplifies routine paediatric vaccination. The Protocol Posting has been updated in order to comply with the FDA Amendment Act, Sep 2007.",Tetanus|Acellular Pertussis|Diphtheria,Accept,387.0,Biological,Phase 3,All,Prevention,Parallel Assignment,"Korea, Republic of",Randomized,458.0,3,infants,32.0
Terminated,"Multicenter, open, randomized study with active control (isoniazid) to evaluate the early antibacterial activity, safety and pharmacokinetics of the drug PBTZ169 (capsules 80 mg) when used in patients with first-diagnosed tuberculosis of the respiratory system with bacterial excretion and saved bacterial susceptibility to isoniazid and rifampicin",Tuberculosis,No,433.0,Drug,Phase 2,All,Treatment,Parallel Assignment,United States,Randomized,16.0,2,elderly-adults,1.0
Completed,"This partially-blind, placebo controlled study is a Phase 1b study using an investigational vaccine, NDV-3, directed against Staphylococcus aureus and Candida sp. This study will compare NDV-3 administered with or without alum delivered intramuscularly (IM) at one dose level. It will also evaluate a lower dose of NDV-3 without alum delivered intradermally (ID) compared to placebo delivered ID.",Staphylococcal Infections|Yeast Infections|Candidiasis,Accept,457.0,Biological,Phase 1,All,Prevention,Parallel Assignment,United States,Randomized,164.0,4,adults,0.0
Terminated,"TB040 is a clinical trial to investigate and compare the effects of a candidate Tuberculosis (TB) vaccine, MVA85A, administered by the aerosol inhaled route and the intramuscular route in healthy adult volunteers who are latently infected with Mycobacterium tuberculosis.",Tuberculosis,Accept,1129.0,Biological,Phase 1,All,Other,Parallel Assignment,United Kingdom,Randomized,2.0,4,adults,0.0
Completed,"This study will evaluate the effect of adding metronidazole to standard second-line therapy for tuberculosis in patients who have multi-drug resistant tuberculosis (MDR-TB) of the lungs. It will evaluate the safety and tolerability of metronidazole in combination with antituberculosis agents. Metronidazole is a drug widely used to treat bacterial and parasitic infections occurring in environments with very little oxygen such as the human colon. Nine million new cases of sputum-positive tuberculosis are diagnosed worldwide each year.||Patients ages 20 and older who have symptoms of TB, who have been treated for tuberculosis but whose disease is multi-drug resistant, and who are not pregnant or breast feeding may be eligible for this study. They will be recruited in the National Masan Tuberculosis Hospital (NMTH), Masan, Republic of Korea. Patients will undergo the following tests and procedures:||Collection of sputum for counting of bacteria.|Drawing of blood for routine blood chemistry analysis; for measuring levels of metronidazole; TB lipid analysis; and for testing levels of T-cells, which are part of an immune response.|Two targeted positron emission tomography (PET) scans, each with a computed tomography (CT) scan, and five high-resolution CT scans.||Patients will receive either an 8-week course of standard second-line agents plus placebo (sugar pill) or an 8-week course of standard agents plus metronidazole. The subjects, doctors and researchers will not know which patients are taking the metronidazole until after the first 2 years of the trial. A total of 60 patients will be assigned to two cohorts of 30 patients each. After 8 weeks, all patients will return to the standard of care chemotherapy, according to normal procedures at NMTH.||Side effects of metronidazole commonly reported are vaginal discharge, symptoms of Candida cervicitis and vaginitis, headache, nausea and vomiting, and dizziness. Peripheral neuropathy, an abnormal condition of the nerves, may also be a side effect. The precise incidence of neuropathy is unknown but is usually related to the duration of metronidazole use. It can almost always be reversed when the drug is discontinued. Serious side effects, though rare, may include leukopenia and thrombocytopenia (disorders in the blood), seizures and other central nervous system problems, and hepatitis.||This study may or may not have a direct benefit for participants. However, it is possible that patients' drug-resistant disease may be more effectively treated as a result of metronidazole. The study may help identify new methods for measuring drug effectiveness during TB studies.",Tuberculosis|Multi-Drug Resistant Tuberculosis,No,2254.0,"Drug,Procedure",Phase 2,All,Treatment,Parallel Assignment,"Korea, Republic of",Randomized,35.0,4,elderly-adults,13.0
Completed,"The proposed study is a single center (with multiple long-term YCFs) treatment trial of the CDC-recommended azithromycin regimen (1 gm PO once) for chlamydia in males. This study is designed primarily to determine the frequency of chlamydia treatment failure following azithromycin in males who do versus do not have urethral symptoms of urethral discharge and/or dysuria. Anticipated enrollment is 446 males, between the age of 12 to 21 years old, with subject participation duration of 28 days and study duration of 4 years. The primary objective of the study is to assess the microbiological efficacy of azithromycin in uncomplicated Chlamydia trachomatis infection in males with versus without urethral symptoms in YCFs.",Chlamydial Infection,No,389.0,Drug,Phase 2,Male,Treatment,Single Group Assignment,United States,SingleArmNA,100.0,1,adults-childTeen,0.0
Completed,"This study was done to evaluate the effect of HIV and TB treatment on a commonly used birth control method. It enrolled women who were infected with HIV and TB and were taking efavirenz (EFV; Sustiva®; an anti-HIV medication), rifampicin (RIF; an anti-TB medication), and isoniazid (INH; an anti-TB medication). The purpose of this study was to find out the best frequency to give depot medroxyprogesterone acetate (DMPA; a hormonal birth control method that is given as a shot every 3 months) in these women. This study also tried to find out if a 150 mg injection of DMPA was effective in preventing ovulation, the process by which the ovaries (the ovaries are part of the female reproductive system) release an egg for fertilization, for 12 weeks in women who are taking EFV and RIF. Another purpose of this study was to find out if it is safe to take RIF, EFV and DMPA at the same time.",HIV-1 Infection|Tuberculosis,No,590.0,Drug,Phase 2,Female,Treatment,Single Group Assignment,"Kenya,South Africa,Zimbabwe,Botswana",SingleArmNA,62.0,1,adults,2.0
Completed,"This is a single-center, double-blind, placebo-controlled, Phase II vaccination and challenge study designed to confirm a human challenge model with E. coli strain LSN03-016011/A.",Enterotoxigenic Escherichia Coli Infection|Diarrhea,Accept,179.0,"Biological,Other",Phase 2,All,Prevention,Parallel Assignment,United States,Randomized,34.0,3,adults,0.0
Completed,"The study will evaluate the safety, tolerability and immunogenicity of a 13-valent pneumococcal conjugate vaccine (13vPnC) in HIV-infected subjects 18 years of age or older who have been previously immunized with at least one dose of 23-valent pneumococcal polysaccharide vaccine (23vPS). All subjects will receive 3 doses of 13vPnC, with each study vaccine dose given approximately 6 months apart.",HIV Infections|Pneumococcal Infections,No,912.0,"Biological,Procedure",Phase 3,All,Prevention,Single Group Assignment,United States,SingleArmNA,331.0,2,elderly-adults,52.0
Completed,"The study will evaluate the safety, tolerability and immunogenicity of a 13-valent pneumococcal conjugate vaccine (13vPnC) in HIV-infected subjects 6 years of age or older who have not been previously immunized with a pneumococcal vaccine. All subjects will receive 3 doses of 13vPnC and 1 dose of 23-valent pneumococcal polysaccharide vaccine (23vPS), with each dose given approximately 1 month apart.",HIV Infections|Pneumococcal Infections,No,1127.0,"Biological,Procedure",Phase 3,All,Prevention,Single Group Assignment,"South Africa,Romania",SingleArmNA,303.0,4,elderly-childTeen,8.0
Completed,"The purpose of this study is to evaluate the protective efficacy of two doses of GSK Biologicals' candidate TB vaccine against pulmonary TB, as compared to placebo. The efficacy will be evaluated in adults living in TB endemic countries and aged 18 - 50 years because pulmonary TB occurs frequently in these countries and age range. In addition, the safety and immunogenicity of the candidate tuberculosis vaccine will be evaluated in a subset of volunteers.",Tuberculosis|Tuberculosis Vaccines,Accept,1550.0,Biological,Phase 2,All,Prevention,Parallel Assignment,"Kenya,South Africa,Zambia",Randomized,3575.0,2,adults,160.0
Completed,"Infection with C. Trachomatis has decreased substantially in trachoma endemic areas following repeated annual mass drug administration (MDA) with azithromycin, although not as rapidly as anticipated. The investigators propose to conduct a clinical trial in 52 communities in Kongwa, Tanzania that on average have trachoma infection at 3.5%. The investigators plan that all communities would have annual rounds of MDA if infection is greater than 1% or follicular trachoma (TF) is 5% or more, but half would be randomized to a surveillance and treatment program to identify and treat new families and families who travel after mass treatment. Communities will have MDA stopped if infection is 1% or less, or TF is less than 5%. MDA will be reinstated if infection re-emerges to 6% or more. The proportion of communities that are able to stop mass treatment will be compared in the group of communities randomized to mass treatment plus the newcomer/traveler treatment program compared to the communities randomized to mass treatment alone after 24 months.||At the recommendation of the Data Safety and Monitoring Committee in March 2015, thirty eight (38) of the 52 communities identified as being at risk of trachoma re-emergence at 18 months will be surveyed at 30 months. At risk of trachoma re-infection communities have C. trachomatis infection rates less than or equal to 1% or TF < 5% at the time of the 18 month survey. Surveillance of communities for families that meet the newcomer or traveler status will extend 6 months beyond the 24 month survey to 30 months in the intervention communities only. A survey of sentinel children in the intervention and control communities at 30 months will be conducted to assess the level of trachoma and infection in all 38 communities at risk of trachoma re-emergence.",Trachoma,Accept,1126.0,Other,Not Applicable,All,Treatment,Parallel Assignment,United States,Randomized,52.0,2,allAges,0.0
Completed,"The purpose of this study is to determine the best time to begin anti-HIV treatment in individuals who have HIV and tuberculosis (TB).||Study hypothesis: Immediate antiretroviral therapy (ART), initiated after approximately 2 weeks of TB treatment, will reduce the frequency of other AIDS-defining illnesses and death in HIV-infected participants being treated for TB by at least 40% at week 48 when compared to deferred ART, initiated at after 8-12 weeks of TB treatment.",HIV Infection|Tuberculosis,No,1430.0,Other,Phase 4,All,Treatment,Parallel Assignment,"Peru,Zimbabwe,Brazil,India,Botswana,Uganda,Haiti,Zambia,Malawi,United States,Kenya,South Africa,Thailand",Randomized,809.0,2,elderly-childTeen,99.0
Completed,"The purpose of this study is to evaluate the potential of high doses of rifampin (RIF) to shorten treatment for tuberculosis (TB) without causing more adverse events. The hypotheses are that higher doses of RIF will result in higher blood concentrations of RIF; higher blood concentrations will result in tuberculosis bugs being killed more quickly; and, both of these will happen without more adverse events. Patients with active, infectious, drug-susceptible TB who agree to participate will be randomly assigned to 1 of 3 doses of RIF. All patients will also receive standard doses of regular (3) companion drugs for 2 months of daily, supervised therapy. The study will assess the following among the 3 study arms (oral doses of RIF 10, 15 & 20 mg/kg/day) during the initial 8 weeks of treatment: 1) the amount of RIF in the blood after at least 14 days of treatment; 2) the difference in the number of tuberculosis bugs killed; 3) the frequency of adverse events.",Tuberculosis,No,943.0,Drug,Phase 2,All,Treatment,Parallel Assignment,"Peru,United States,United Kingdom",Randomized,180.0,1,adults,8.0
