"APIVrs: 1.01.03"
"DataVrs: 2021:10:13 22:57:14.023"
"Expression: bacterial infection"
"NStudiesAvail: 392193"
"NStudiesFound: 7653"
"MinRank: 2001"
"MaxRank: 3000"
"NStudiesReturned: 1000"
"Field Names: OverallStatus,BriefSummary,Condition,HealthyVolunteers,StudyType,StartDate,CompletionDate,InterventionName,InterventionType,Phase,Gender,MaximumAge,MinimumAge,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,EventGroupDeathsNumAffected,EventGroupSeriousNumAffected"

"Rank","OverallStatus","BriefSummary","Condition","HealthyVolunteers","StudyType","StartDate","CompletionDate","InterventionName","InterventionType","Phase","Gender","MaximumAge","MinimumAge","DesignPrimaryPurpose","DesignInterventionModel","LocationCountry","DesignAllocation","EnrollmentCount","EventGroupDeathsNumAffected","EventGroupSeriousNumAffected"
2589,"Completed","Cholera is a major health problem of many developing countries and marked increase in the prevalence has been seen on all continents in the last decade (WHO 1998). There is a great need for an appropriate vaccine to protect children the principal suffers in endemic countries, from the live threatening consequences of cholera. The B subunit-whole cell killed vaccine (Dukoral) developed in Sweden and used in field trials all over the world. It is licensed in many counties of the world and recommended by WHO. Protective efficacy to the killed vaccine has been demonstrated in adults in Bangladesh as well as in other countries, but less so in children (Clemens et al. 1986). Thus there is an urgency for developing strategies to improve the immunogenicity of vaccines especially for protection of children in cholera endemic countries of the world. Different options for improved cholera vaccines are being considered including new and improved formulations of killed or live oral candidate vaccines (Qadri et al. 2004, Sack et al. 1997, Levine et al. 1993) as well as the use of micronutrient supplementation during the course of immunization (Albert et al. 2003, Karlsen et al. 2003, Qadri et al. 2004). Another option that appears promising is the use of probiotics as adjunct to oral immunization based on the understanding that these agents could improve the mucosal immune responses, both innate and adaptive and help reducing inflammation (Blum and Schiffrin 2003, Fang et al. 2000). A therapeutic as well as preventive role of probiotics has been suggested from results of different studies using different probiotics that have been tested, usually lactic acid producing bacteria such as lactobacillus, Bifidobacterium and Steptococcus species. The supplemention of probiotics to infants may also have a prophylactic effect against acute diarrheal diseases. In pediatric populations, the effect of probiotic agents appears to be most significant against rotavirus diarrhea, suggesting that an immunological mechanism is responsible for the beneficial effects (Saavedra, 2000). In the present proposal we would like to examine if supplementation with the probiotic Bifidobacterium breve has a beneficial role in enhancing the immunogenicity of Dukoral in children. A two cell study will be conducted in which one group of children will be given B. breve every day for four weeks and another group will be given placebo. Two doses of the oral cholera vaccine will be administered at two week interval following initiation of the probiotic/placebo administration. Pre- and post- vaccination blood sample will be collected and assayed for immune response to the vaccine. The frequency and magnitude of the immune response to the vaccine will be compared among the two groups of children to assess whether the probiotic treatment enhances the immune responses to the vaccine. If probiotic supplemenation has a positive effect on the immune response it may be adopted as adjunct to enhance the efficacy of the cholera vaccine in immunization programmes and perhaps also of other enteric vaccines.","Cholera","Accepts Healthy Volunteers","Interventional","January 2006","December 2008","Whole cell killed cholera vaccine & probiotic","Biological","Not Applicable","All","5 Years","2 Years","Prevention","Parallel Assignment","Bangladesh","Randomized","128",,
2590,"Completed","The purpose of this study is to evaluate the safety and immunogenicity of a new formulation of a locally-produced bivalent, (O-1 and O-139) killed whole cell oral cholera vaccine among Vietnamese adults.","Cholera","Accepts Healthy Volunteers","Interventional","May 2005","June 2005","killed oral cholera vaccine","Biological","Phase 2","All","40 Years","18 Years","Prevention","Single Group Assignment","Vietnam","Randomized","150",,
2591,"Completed","The purpose of the study is to confirm the safety and immunogenicity of the oral killed bivalent cholera vaccine in adult and pediatric volunteers in Eastern Kolkata, West Bengal, India.","Cholera","Accepts Healthy Volunteers","Interventional","August 2005","July 2006","killed whole cell oral cholera vaccine|Heat Killed E. coli","Biological|Biological","Phase 2","All","40 Years","12 Months","Prevention","Parallel Assignment","India","Randomized","200",,
2592,"Completed","The primary objective of the study is to determine the estimated clinical specificity of the AAD Plus. A secondary objective is to determine the estimated sensitivity of the AAD Plus as 10% of the study subject samples will be contrived to be positive.","Anthrax","No","Observational","March 25, 2020","December 17, 2020","Active Anthrax Detect™ Plus (AAD Plus)","Diagnostic Test",,"All","90 Years","18 Years",,,"United States|United States|United States|United States",,"450",,
2593,"Active, not recruiting","The purpose of this clinical trial is to evaluate the safety and immunogenicity of BW-1010.||BW-1010 is a nanoemulsion adjuvanted recombinant protein (rPA) that would protect against fatal outcome resulting from exposure to anthrax.||The vaccine will be administered intranasally (IN) to healthy adults, age 18 - 49.||The study will be conducted in 84 volunteers in one center in the United States.||The study will compare 2 different dose levels of rPA (50µg and 100µg rPA), and 2 different administration methods (a sprayer and dropper) with a negative control (saline) and a positive control (the injectable BioThrax licensed vaccine).||The vaccines and negative controls will be administered in 2 IN doses (4 weeks apart). The positive control will be 3 subcutaneous doses, 2 weeks apart. All volunteers will be observed for 1 year after the last dose.||Immunological outcome studied will be from the serum, blood cells and nasal washes.","Anthrax","Accepts Healthy Volunteers","Interventional","January 8, 2020","December 2021","BW-1010: 50 µg - sprayer - IN|BW-1010: 50 µg - pipette - IN|BW-1010: 100 µg - sprayer - IN|BW-1010: 100 µg - pipette - IN|Saline (Placebo) - sprayer - IN|Saline (Placebo) - pipette - IN|BioThrax (positive control) - SC","Biological|Biological|Biological|Biological|Biological|Biological|Biological","Phase 1","All","49 Years","18 Years","Prevention","Parallel Assignment","United States","Randomized","84",,
2594,"Active, not recruiting","This is a prospective, open label, single-arm, multi-center, Phase 1 study measuring the safety and tetanus antibody responses to Tdap vaccine administered to plasma donors every 3 months ±1 week for 12 months (5 vaccinations) with a 6 month follow-up after the last vaccination. After obtaining informed consent and screening for eligibility including plasmapheresis donor eligibility, subjects will have other baseline assessments performed and if eligible, will receive the scheduled vaccinations, will be assessed for adverse events (AEs) and have plasma samples collected for antibody titers each month thereafter for 11 months, and then at 1 and 6 months after the last vaccination. As these subjects are participating in a standard donor plasmapheresis donor program, assessments for donor eligibility and routine plasmapheresis will be performed; however, only the data specifically required to meet the objectives of this study will be collected.","Tetanus","Accepts Healthy Volunteers","Interventional","February 3, 2020","December 2021","Adacel","Biological","Phase 2|Phase 3","All","63 Years","18 Years","Prevention","Single Group Assignment","United States|United States","N/A","100",,
2595,"Completed","This study is designed to evaluate the lot consistency (using three consecutively manufactured lots), safety, and ability of the AV7909 anthrax vaccine to generate an immune response in healthy adults and compare the response to that induced by the currently licensed vaccine, BioThrax®, (Anthrax Vaccine Adsorbed; AVA).","Anthrax","Accepts Healthy Volunteers","Interventional","March 11, 2019","August 6, 2020","AV7909|BioThrax","Biological|Biological","Phase 3","All","65 Years","18 Years","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States","Randomized","3861",,
2596,"Completed","Invasive meningococcal disease and meningococcal meningitis caused by Neisseria meningitidis have their highest incidence in children, with a second peak in adolescents and young adults. The most important disease-causing serogroups are meningococcal serogroups A (MenA) and MenC in Asia, such as China. The specific vaccine use in each country depends on the predominant serogroups, cost, and availability. conjugate vaccines are preferred to polysaccharide vaccines due to their impact on decreasing nasopharyngeal carriage of N. meningitidis and their overall increased immunogenicity in children. This clinical trial is planning to evaluate the immunogenicity and safety of bivalent meningococcal serogroups A and C tetanus toxoid conjugate vaccine in Chinese healthy children aged 3 months to 5 years.","Vaccine","Accepts Healthy Volunteers","Interventional","May 12, 2016","September 6, 2018","experimental vaccine|Positive control vaccine 1|Positive control vaccine 2","Biological|Biological|Biological","Phase 3","All","5 Years","3 Months","Prevention","Parallel Assignment",,"Randomized","1950",,
2597,"Completed","In the last ten years, more than one hundred generalized tetanus cases were declared in France. Most of them were affecting people older than 70 years with an important mortality (around 28%). It is know that the only way to protect ourselves from this disease is the vaccination. In France tetanus vaccination is mandatory since 1940.||Nowaday none study looked specifically for the vaccination of people older than 65 years. The hypothesis is: there is a difference in the tetanus vaccination coverage for people older than 65 years depending on the demographic and medical practice of their general practitioner.","Tetanus","Accepts Healthy Volunteers","Observational","November 9, 2017","December 23, 2017","Questionnaire Patients|Questionnaire General practitioner","Other|Other",,"All",,"18 Years",,,"France",,"261",,
2598,"Completed","Individually-tailored administration of the opioid analgesic component during general anaesthesia is still a challenge for the anesthesiologist. The aim of this protocol is to look if the gradient response of a nociception index to a calibrated tetanic stimulus during standard anesthetic conditions, could help to titrate remifentanil analgesia before tracheal intubation and before skin incision. The studied parameters are the SPI index developed by General Electric, the ""Analgesia Nociception Index"" and the pupil dilation using the pupil scan algometer.","Intravenous Anesthetic Agent Overdose","No","Interventional","January 2013","May 2016","Remifentanil adapted to SPI|Remifentanil fixed","Drug|Drug","Phase 4","All","80 Years","18 Years","Prevention","Crossover Assignment",,"Randomized","48",,
2599,"Completed","The trial investigates Px563L and RPA563, two formulations of a novel anthrax vaccine.","Anthrax","Accepts Healthy Volunteers","Interventional","December 2015","June 2017","Px563L, RPA563, or placebo","Biological","Phase 1","All","55 Years","18 Years","Prevention","Parallel Assignment","United States","Randomized","54",,
2600,"Completed","The objective of this study is to assess the performance of acceleromyography as a method of evaluation of muscle relaxation after application of tetanus stimulation to obtain stability of responses before administration of neuromuscular blocking agents.","Muscle Relaxation","Accepts Healthy Volunteers","Interventional","January 2014","July 2015","Tetanus","Procedure","Not Applicable","All","11 Years","2 Years","Supportive Care","Parallel Assignment","Brazil","Randomized","50",,"0|0"
2601,"Completed","The purposes of this study is to evaluate and compare the safety, reactogenicity, and tolerability of the PA83-FhCMB vaccine candidate delivered at 4 dose levels with Alhydrogel","Anthrax","Accepts Healthy Volunteers","Interventional","August 2014","May 2015","PA83-FhCMB","Biological","Phase 1","All","49 Years","18 Years","Prevention","Single Group Assignment","United States","Non-Randomized","30",,
2602,"Completed","This study is to evaluate the safety, local tolerability, pharmacokinetics (PK) and immunogenicity of escalating single intramuscular (IM) doses of ETI-204 in healthy volunteers","Inhalational Anthrax","Accepts Healthy Volunteers","Interventional","July 26, 2013","July 3, 2014","ETI-204|Placebo","Biological|Other","Phase 1","All",,"18 Years","Other","Sequential Assignment","United States","Randomized","36","0|0|0|0|0|0","0|0|0|0|0|0"
2603,"Completed","To evaluate the safety, tolerability, pharmacokinetics and immunogenicity of repeat administration (two doses) of intravenous (IV) ETI-204.","Inhalational Anthrax","Accepts Healthy Volunteers","Interventional","July 23, 2013","April 19, 2014","ETI-204|Placebo","Biological|Other","Phase 1","All",,"18 Years","Other","Crossover Assignment","United States|United States","Randomized","70","0|0","0|1"
2604,"Completed","To evaluate the safety and tolerability and pharmacokinetics (PK) of a single intravenous (IV) dose of ETI-204 in adult volunteers.","Inhalational Anthrax","Accepts Healthy Volunteers","Interventional","July 9, 2013","November 29, 2013","ETI-204|Placebo","Biological|Other","Phase 1","All",,"18 Years","Other","Parallel Assignment","United States","Randomized","280","0|0","0|1"
2605,"Completed","The purpose of this study is to determine if inadvertent receipt of the BioThrax vaccine during pregnancy is independently associated with adverse maternal, pregnancy, or infant health outcomes.","Pregnancy Complications|Pregnancy Outcome|Congenital Abnormalities","Accepts Healthy Volunteers","Observational","July 2012","February 2020","Observational Intervention","Biological",,"Female",,,,,"United States",,"98",,
2606,"Not yet recruiting","The purpose of this study is to Assess Dose-Response, Efficacy (Immunogenicity) and the Safety of GC1109 Administered in Multi Intramuscular Doses to Healthy Subjects.","Anthrax","Accepts Healthy Volunteers","Interventional","July 2021","January 2023","GC1109 or Placebo of GC1109","Biological","Phase 2","All","65 Years","19 Years","Prevention","Parallel Assignment","Korea, Republic of","Randomized","345",,
2607,"Completed","The purpose of this Phase 3 clinical trial is to evaluate the immunogenicity and safety of BioThrax anthrax vaccine in healthy adults following 3 doses of BioThrax. Results of this study will be used to support a post-exposure prophylaxis (PEP) indication for BioThrax.||This study will be conducted in the United States (U.S.), in 200 healthy male and female volunteer subjects ages 18 to 65 years.||The duration of study participation for each individual subject will be approximately 128 days (4.25 months), including a screening period of approximately 28 days followed by 100 days on study.","Anthrax","Accepts Healthy Volunteers","Interventional","November 2011","May 2012","BioThrax","Biological","Phase 3","All","65 Years","18 Years","Treatment","Single Group Assignment","United States|United States|United States|United States","N/A","200",,"2"
2608,"Completed","This study will determine the safety and PK of a single IV dose of ETI-204 in subjects 18 to 65 years of age. Three cohorts will be studied with subjects receiving ETI-204. This study will be randomized, double-blind and stratified by gender. Each cohort will contain 36 subjects (including at least four females), 30 who will receive ETI-204 and six who will receive placebo.","Anthrax","Accepts Healthy Volunteers","Interventional","October 2011","December 2012","ETI-204, ""Anthim""|placebo","Drug|Drug","Phase 1","All","65 Years","18 Years","Treatment","Parallel Assignment","United States","Randomized","108",,
2609,"Completed","Primary:||• To compare the safety profile of a single intravenous administration of AVP-21D9 as compared with Placebo||Secondary:||To evaluate the pharmacokinetics (PK) of a single intravenous administration of AVP-21D9|To evaluate the immunogenicity of AVP-21D9","Anthrax","Accepts Healthy Volunteers","Interventional","August 2010","June 2011","AVP-21D9|Placebo","Drug|Drug","Phase 1","All","45 Years","18 Years","Treatment","Parallel Assignment","United States","Randomized","50",,
2610,"Completed","The purpose of this study is to demonstrate that a combined adult Tdap-IPV vaccine (REPEVAX®) will provide similar rapid antibody responses against tetanus toxoid as a tetanus toxoid vaccine alone in healthy adults.","Healthy","Accepts Healthy Volunteers","Interventional","July 2009","December 2009","REPEVAX|Monovalent Tetanus vaccine","Biological|Biological","Phase 3","All",,"18 Years","Prevention","Parallel Assignment","France|France|France|France|Germany|Germany|Germany|Germany|Germany","Randomized","52",,
2611,"Completed","The purpose of this study is to:||evaluate the safety profile of a single intravenous administration of AIGIV (containing either 3.5 mg/kg, 7.0 mg/kg or 14.0 mg/kg anti-PA IgG) as compared with either 90 mg/kg, 180 mg/kg or 360 mg/kg total IgG, GAMUNEX® (immune globulin intravenous (human) 10% caprylate/chromatography purified). GAMUNEX is a trademark of Talecris Biotherapeutics.|evaluate the pharmacokinetic (PK) profile of a single intravenous administration of AIGIV (containing either 3.5 mg/kg, 7.0 mg/kg or 14.0 mg/kg anti-PA IgG) as measured by lethal toxin neutralizing antibody (TNA).","Anthrax","Accepts Healthy Volunteers","Interventional","February 2009","October 2010","AIGIV 3.5 mg/kg|Gamunex 90 mg/kg|AIGIV 7.0 mg/kg|Gamunex 180 mg/kg|AIGIV 14.0 mg/kg|Gamunex 360 mg/kg","Biological|Biological|Biological|Biological|Biological|Biological","Phase 1|Phase 2","All","65 Years","18 Years","Treatment","Parallel Assignment","United States","Randomized","129","0|0|0|0|00|0","1|0|1|1|0|0"
2612,"Completed","Levamisole as an immunomodulator drug has been demonstrated to improve the immune response to Hepatitis B virus (HBV) vaccination in hemodialysis patients. The aim of this study was to evaluate the effect of levamisole supplementation on tetanus-diphtheria (Td) vaccine response rate in hemodialysis patients.","Renal Dialysis","No","Interventional","March 2008","November 2008","Levamisole|Placebo","Drug|Drug","Phase 2","All","80 Years","20 Years","Prevention","Parallel Assignment","Iran, Islamic Republic of","Randomized","40",,
2613,"Completed","The purpose of the study is to assess the pharmacokinetics of three doses of NP-015 (210, 420 or 840 units TNA) in healthy volunteers. To evaluate the safety of NP-015 based on adverse events and laboratory assessments. To determine the dose proportionality relation of three different doses of NP-015.","Symptoms of Inhalational Anthrax","Accepts Healthy Volunteers","Interventional","July 2007","September 2008","NP-015","Biological","Phase 1","All","55 Years","18 Years","Treatment","Parallel Assignment","United States","Randomized","92",,
2614,"Completed","Anthrax Clinical Trial Objectives:||To assess whether:||Anthrax vaccine (AVA or BioThrax, BioPort Corp. Lansing MI) administered by the intramuscular (IM) route elicits antibody responses that are not inferior (i.e., ""non-inferior"") to that achieved by the currently licensed schedule.|BioThrax administered by the IM route and containing fewer numbers of doses elicits antibody responses that are not inferior (i.e., ""non-inferior"") to that achieved by the currently licensed schedule.|Differences in reactogenicity exist between the IM and subcutaneous (SQ) administration of BioThrax.||Additionally for the final report we will assess whether:||Occurrence of adverse events following AVA administration is influenced by selected risk factors.","Healthy","Accepts Healthy Volunteers","Interventional","May 2002","February 2010","BioThrax or Anthrax Vaccine Adsorbed","Biological","Phase 4","All","61 Years","18 Years","Prevention","Parallel Assignment","United States|United States|United States|United States|United States","Randomized","1560",,
2615,"Completed","This study will examine the recombinant, that is, produced by genetic engineering, protective antigen (rPA) that brings about antibodies to neutralize the anthrax toxin and that could therefore be predicted to offer protection against anthrax. Today, anthrax is rarely encountered in the United States, since the introduction of vaccines for cattle in the 1930s. A human vaccine was licensed in 1970. Vaccination against anthrax has been confined to people at risk, such as wool sorters and some veterinarians. However, the rising prospects of B. anthracis being used as a weapon have led to routine administration of the anthrax vaccine to members of the armed forces.||Adults who are in good health may be eligible for this study. The involvement of 300 adults is planned.||Participants will have a general physical exam and test for vital signs. There will also be collection of blood for chemistry and hematology; urinalysis; tests for HIV, hepatitis B and C, and liver function; and a pregnancy test, if applicable.||On a random basis, patients will receive one of the rPA formulations. Two doses of rPA will be evaluated, 10 microgram ((Micro)g) and 20 (Micro)g. This evaluation aims to establish the safety and most desirable level of dosage. Patients will receive one injection of the vaccine, administered in the left shoulder or left thigh. About 30 minutes later, their temperature will be taken, and the injection site will be inspected. Rare but severe reactions could occur if there is extreme sensitivity to a vaccine. However, such an occurrence is extremely rare following a vaccine, and if there are any dangerous symptoms, they can be effectively treated by medications available to patients while they are at the clinic. If there are no significant abnormal results, patients may return home. About 6 hours later and daily for 7 days, they will take their temperature and examine the injection site. The vaccine may cause temporary discomfort at the site of injection, and participants may experience a mild fever for 1 or 2 days after vaccination.||Patients will receive diary cards, a digital thermometer, and instructions on taking their temperature and measuring redness and swelling at the injection site, as well as for recording aches, muscle pain, or sensitivity to light for 7 days. They will be examined at the clinic at 72 hours following vaccination and also on the 7th day if they have a fever at or above 100.4 , if swelling is at or more than 2 inches, or if they request an exam. Meanwhile, a clinic staff member will call patients and discuss the findings. Then patients will receive a second and third injection of the same vaccine at 2-month intervals. There will also be interviews about patients' health at each visit to the clinic, plus monitoring of the vaccination after 6 hours and for 7 days. One year later, patients will receive a fourth injection of the same vaccine.||Direct benefit to participants in this study is not guaranteed, although an antibody response is predicted. The results in this study will help in the development of improved vaccines for anthrax.","Anthrax","No","Interventional","September 8, 2004","May 25, 2011","Anthrax Vaccine|Blood Chemistry|Hematology|Urinalysis","Drug|Procedure|Procedure|Procedure","Phase 1","All","45 Years","18 Years","Treatment",,"United States|United States",,"93",,
2616,"Completed","This study will provide preliminary safety and comparative immunogenicity data for the E.coli derived rPA vaccine administered by intramuscular (IM) injection at Day 0 and Month 1.Doses will range from 5 μg to 100 μg rPA, and at each dose-level, rPA will either be combined with phosphate-buffered saline (PBS) or adsorbed to Alhydrogel.","Anthrax","Accepts Healthy Volunteers","Interventional","April 2003","August 2004","Anthrax|Alhdryogel or PBS","Biological|Biological","Phase 1","All","40 Years","18 Years","Prevention","Single Group Assignment","United States","Randomized","70",,
2617,"Not yet recruiting","The objective of the study is to estimate the incidence of Jarisch-Herxheimer Reactions (JHR) during antibiotic treatment of human leptospirosis cases in New Caledonia.||Participants are patients managed in one of the 5 centres participating in the study, in whom a clinical doctor suspected leptospirosis. The average number of leptospirosis cases in New Caledonia is 89 per year. Given the proportion of positive diagnostic tests (approximately 10%) 900 inclusions are planned for this study.||Patients are included at the time of the consultation during which leptospirosis is suspected, before the initiation of their antibiotic therapy and independently of the clinical form they presented.||Data (socio-demographic and health) and blood samples will be collected at 3 points in the study: at baseline, three hours and six hours after antibiotic treatment.||This study will allow better management of patients with leptospirosis.","Leptospirosis|Jarisch Herxheimer Reaction","No","Interventional","May 2021","December 2023","Blood collection|Data collection","Other|Other","Not Applicable","All",,"18 Years","Prevention","Single Group Assignment","New Caledonia|New Caledonia|New Caledonia|New Caledonia|New Caledonia","N/A","900",,
2618,"Completed","The study aims to assess antibody persistence induced by Spirolept® vaccination in subjects who received at least 4 doses (2 doses two weeks apart and 2 booster doses) and no more than a total of 8 doses (2 doses two weeks apart and 6 booster doses).","Leptospirosis","Accepts Healthy Volunteers","Observational","August 25, 2017","April 12, 2018",,,,"All","65 Years","18 Years",,,"France|France",,"145",,
2619,"Unknown status","The leptospirosis evolves on an endemic mode in French West Indies and its incidence in 2011 was de 61/100 000 inhabitants, 100 times more than the metropolitan France's incidence (0,47/100 000). If cases can arise all year long, periods of heavy rainfall are associated with the arisen of epidemic peaks Clinical presentation of leptospirosis include a wide range of symptoms: the most frequent form is a flu-like syndrome but more severe forms are described as meningitis, uveitis and classical severe presentation such as lung bleedings and liver-kidneys infringement (syndrome of Weil) which constitute the most severe forms of the disease.||Currently , Polymerase chain reaction (PCR) is the only test who can provide a diagnostic confirmation during the first week of development and before the appearance of the first antibody.||If the microagglutination test (MAT) is considered the gold standard test for diagnosis of leptospirosis. However it requires rending samples to the referent National center for the leptospirosis at Pasteur Institute in Paris while the antibodies do not appears until the second week of illness. A second sample is required 15 days after the first one, to confirm the diagnosis.||In clinical practice , the technique of real-time PCR for the detection and quantification of pathogenic Leptospira during the first week of illness . The technique of diagnosis of leptospirosis by real-time PCR has been implemented and tested in 2007 at the University Hospital of Martinique and providing to the clinicians from 2008. The optimal duration of antibiotic therapy has not been studied and experts now recommend for a 7 to 10 days, regardless of the severity of the disease. The evolution of leptospiremia treated patients has not been studied to date.","Leptospirosis","No","Observational","December 2014","March 2021","Quantitative PCR performed at H0 , H24, H48 , H72, 7th day and 14th day","Other",,"All",,"18 Years",,,"Martinique",,"50",,
2620,"Unknown status","Leptospirosis is a zoonosis of worldwide distribution whose incidence is higher in the tropics, where conditions for transmissions are favorable. The disease is endemic in Martinique and Guadeloupe, two Caribbean islands of the French West Indies. In tropical areas, many wild and domestic animals serve as reservoirs for pathogenic Leptospira strains and contaminate the environment by shedding the organisms in their urine. Humans are usually infected through abraded skin or mucous membrane contact with water contaminated by the urine of animal reservoirs, and less frequently by direct contact with animals or their urine. The mean incubation period is 10 days, with a usual range of 2-20 days. Clinical manifestations are protean and the spectrum of symptoms range from subclinical or mild anicteric febrile illness to acute renal failure and respiratory distress syndrome which are associated with high mortality rates.||The microscopic agglutination test (MAT) and culture are the reference standard test for diagnosis of leptospirosis, but they are only available in reference laboratories and their conclusive results requires convalescent sample or prolonged incubation. At present, only direct detection methods using PCR might provide rapid diagnosis during the early acute stage of the illness, when treatment is likely to have the greatest benefit.||Quantitative PCR also offers the ability to measure level of leptospiremia in clinical samples. Using qPCR based diagnosis, the investigators have the opportunity to study the association of level of leptospiremia and clinical manifestations in French West Indies. All qPCR-positive samples will be used for molecular typing.","Leptospirosis","No","Observational","December 2010","August 2018",,,,"All","120 Years","18 Years",,,"France|France",,"150",,
2621,"Terminated","Background: Pulmonary involvement in leptospirosis has been reported to be on the increase and is emerging as the main cause of death due to leptospirosis in many countries, including Thailand.||Methods: A prospective randomized controlled trial of desmopressin or high dose dexamethasone as adjunctive therapy in patients with suspected pulmonary hemorrhage associated with leptospirosis was conducted between July 2003 and October 2006 at 5 hospitals in Thailand.","Leptospirosis","No","Interventional","July 2003","October 2006","Dexamethasone, desmopressin","Drug","Phase 2|Phase 3","All","90 Years","15 Years","Treatment","Parallel Assignment","Thailand","Randomized","64",,
2622,"Completed","The study aims at the comparative examination of pre-, intra- and post-operative release profiles of inflammatory and vasoactive mediators in patients undergoing heart valve surgery under cardiopulmonary bypass (CPB) due to either infectious endocarditis or degenerative valvular heart disease. Specific attention will focus on the distinction between mediator release associated with infection and that resulting from CPB. Concomitantly identification and characterization of infectious pathogens in the circulation and in valvular samples will be carried out, together with the search for resistance-coding transcripts.","Infective Endocarditis|Valvular Heart Disease","No","Observational","June 2016","February 2017","Blood sample collection|Assessment of signs of organ dysfunction","Procedure|Other",,"All",,"18 Years",,,"Germany",,"40",,
2623,"Recruiting","This is a randomized clinical trial of doxycycline post-exposure prophylaxis (dPEP) to reduce bacterial STIs among Kenyan women taking pre-exposure prophylaxis (PrEP). The overarching goal is to assess the effectiveness of dPEP on incidence of STIs while also balancing acceptability, cost, and impact on tetracycline resistance to inform public health policy. Participants will be randomized to receive dPEP and standard of care or the standard of care only. Questionnaires, focus group discussions, SMS, and in-depth interviews will be used to study acceptability and changes sexual behavior due to dPEP.","HIV Infections|HIV/AIDS|Neisseria Gonorrheae Infection|Chlamydia Trachomatis Infection|Syphilis Infection","Accepts Healthy Volunteers","Interventional","February 5, 2020","June 30, 2024","Doxycycline","Drug","Phase 4","Female","30 Years","18 Years","Prevention","Parallel Assignment","Kenya","Randomized","446",,
2624,"Completed","Main objective: to observationally assess the efficacy of different antimicrobials in Bloodstream Infection (BSI) due to Enterobacteriaceae producing ESBLs or carbapenemases.||Specific objectives:||Bacteraemic infections due to ESBL-producing Enterobacteriaceae:||To demonstrate that β-lactam/β-lactam inhibitors are not associated with worse cure rate and mortality than carbapenems after controlling for confounders, both as empirical and definitive therapy.|To demonstrate that fluoroquinolones as definitive therapy are not associated with worse cure rate and mortality than carbapenems after controlling for confounders.|To demonstrate that empirical cephalosporins in monotherapy are associated with worse cure rate and mortality than carbapenems after controlling for confounders in infections others than urinary tract infections.|To demonstrate that the association of active aminoglycosides with cephalosporins or fluoroquinolines is not associated with worse cure rate and mortality than carbapenems after controlling for confounders.|To demonstrate that combination empirical and definitive therapy is not associated with better cure rate than monotherapy after controlling for confounders.|For tigecycline, colistin, and fosfomycin, no hypothesis. The objective is to provide adjusted estimations of their association with outcome variables in comparison with carbapenem monotherapy according to clinical situation and infection.||Bacteraemic infections due to carbapenemase-producing Enterobacteriaceae:||To demonstrate that combination therapy is associated with worse cure rate and mortality than monotherapy after controlling for confounders.|To show that carbapenems are associated with worse cure rate and mortality when used in infections other than urinary tract caused by isolates showing MIC <2 µg/mL for imipenem or meropenem in comparison to those caused by isolates with higher MIC, after controlling for confounders.|To show that colistin used at a dose >6 million IU per day is associated with improved outcomes in comparison with lower dose, after controlling for confounders.","Clinically Significant Bacteremia","No","Observational","January 2013","May 2014",,,,"All",,,,,"Spain",,"1344",,
2625,"Recruiting","The VIGILung study is an open-label, randomized, multicenter trial in lung transplant recipients to investigate the safety and efficacy of personalized immunosuppression guided by DNA monitoring of Torque-Teno-Virus (TTV). The aim of the study is to investigate an individual adaptation of the calcineurin inhibitor tacrolimus (tailored calcineurin inhibitor dosing) by a non-invasive biomarker (TTV viral load in whole blood) compared to conventional calcineurin inhibitor dosing. Indicator for toxicity will be the glomerular filtration rate (GFR), which will be estimated using the CKD-EPI formula. 250 patients (age ≥ 18 years) with 21 to 42 days after de novo lung transplantation (bilateral or combined) will be screened as possible subjects eligible for the study. N = 144 patients have to be randomized in two study arms. In Arm 1 tacrolimus doses will be adapted according to the tacrolimus blood level (conventional therapeutic drug monitoring - TDM) and additionally depending on TTV viral load. In Arm 2 tacrolimus doses will be adapted according to TDM.","Transplantation Lung","No","Interventional","August 5, 2020","December 1, 2025","Tailored tacrolimus dosing|Conventional tacrolimus dosing","Other|Other","Not Applicable","All",,"18 Years","Treatment","Parallel Assignment","Austria|Germany","Randomized","144",,
2626,"Completed","The purpose of this study is to determine whether intravenous azithromycin is effective in eradicating Ureaplasma respiratory tract infection in preterm infants born at 24 to 28 weeks gestation.","Ureaplasma Infections","No","Interventional","July 2013","November 3, 2020","Azithromycin|Placebo","Drug|Drug","Phase 2","All","72 Hours",,"Treatment","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States","Randomized","121","6|5","39|44"
